Raman_shift_cm-1,1mM,100µM,10µM,1µM,100nM,10nM,1nM,100pM,10pM,1pM,100fM,10fM,1fM,Blank
440.42223906216725,2237.6949873946924,2432.6094849208826,4350.589352052078,6218.511682691894,8100.3451967442315,10092.674357070995,12069.45010852495,14077.75522120201,16060.73403212735,18037.44994769031,20006.021062929907,22009.505388809113,24025.098369744475,26268.017716359875
444.3479257543156,1949.6696418771778,2284.5489308124606,4261.078708752092,6075.133078641158,8074.114925421694,10090.210846641312,12041.183503500826,14056.607257080928,16026.317099203903,17986.036045372264,19999.962525228977,21981.10045447107,24003.19890092999,26146.370405127658
448.27361244646386,1690.4261427866631,2161.455922733072,4174.364853677869,5981.557403410222,8027.35561234711,10041.624208683934,11994.058454165106,13998.797536142534,15948.035805134066,17905.369201350277,19968.6223220035,21921.001823645016,23953.270072084222,26016.52285883851
452.1992991386122,1556.8346281210668,2066.549374446356,4063.9958024068333,5938.716028951352,8046.525551954147,10034.864101008296,11996.639525904418,13992.19423970528,15985.267199061096,17940.154769864126,19983.598937634128,21956.089017660233,23939.694888147445,26016.996371994297
456.12498583076047,1714.7790810945173,2097.9110592707875,3998.0023415417886,5940.941580815846,8061.490530878636,10045.076327824963,12024.966944010288,14015.467436749721,16023.297166458013,17964.4550938107,20010.061839993097,21988.20265805849,23944.37401635832,26039.54148372967
460.0506725229087,2123.5386739373903,2309.75426520575,4043.6776996844046,6040.577803089376,8025.983079317779,10012.49032590933,12014.351892757899,13999.7643431899,15953.072005026619,17942.90914517676,19979.896966640586,21936.887223843125,23926.459746490735,25948.593514811902
463.9763592150571,2352.0904835102906,2540.6776254818305,4060.4460818749967,6166.832092077147,8024.248885798256,10028.325017332629,12011.931684981153,14019.64160082086,15989.586961690571,17987.391950257086,20000.51887289038,21959.79071432109,23949.98445812908,25905.502450306853
467.9020459072053,2321.214256701893,2954.2336371982265,4126.3939579848075,6363.921815127841,8049.042803396196,10044.11679632741,12003.717302123674,14035.405509934604,16030.828466144585,17991.69848410874,20023.000550851983,21988.275966286317,23959.800570378517,25874.75621347392
471.82773259935357,2325.713514166616,3870.276652758668,4395.5322038886925,6811.158953212831,8079.608986496278,10034.980320416404,11986.778445806889,14023.155941047871,15993.741214368887,17955.098215176706,19998.721749937773,21966.09542336567,23938.244430634484,25801.519763288918
475.7534192915019,2491.955771235903,5254.56097964699,4762.7091004079575,7508.350717364223,8133.295164982839,10091.256873522769,12028.981381216208,14067.962675796438,16063.703091290385,17997.069521614154,20021.014750603386,22015.90076868025,23978.954253739423,25888.63132541807
479.6791059836502,2919.760335373724,6956.554534532655,5258.626543895691,8389.57902243408,8222.666768289162,10158.321497106097,12078.70242613379,14124.854100749826,16122.275106290355,18086.579401166735,20032.920096885202,22085.583958991996,24006.967219203896,25989.71746990193
483.60479267579854,3309.9877043627907,8335.2928903586,5670.964979287786,9073.157033951773,8272.055110822412,10193.425044679987,12098.152765000319,14156.639109957305,16140.287715450884,18119.338052960018,20025.12521848365,22101.182002375674,23999.215570284876,26055.662746089954
487.5304793679468,3405.631107654946,8771.202900186776,5805.716330622072,9264.982832501635,8280.531720375944,10228.532481768578,12089.268228107128,14178.630709171226,16157.39077306961,18118.788173321584,20023.70543733945,22100.034194989086,23992.995301115734,26088.464906342324
491.45616606009503,3252.143892325408,8171.347803605715,5690.024684929608,8958.552618731745,8253.889462343865,10220.972196041774,12040.37115703448,14148.001207803807,16080.84452355492,18066.2975982014,19977.18627704817,22051.31942151056,23954.371737848378,26035.993601151764
495.3818527522434,2900.6010342364784,6841.747874610399,5371.544679616319,8325.670471005185,8208.65928414477,10202.422489493578,12024.19779809159,14121.846452071031,16046.121170105645,18018.838654320967,19961.398571241865,22018.127619023497,23931.25847936034,26004.67913039167
499.30753944439164,2486.5982761523014,5391.534233803215,5031.392400945867,7711.374919556096,8172.496616340737,10186.61032615065,12031.073668268129,14109.452129334706,16041.645471315023,18023.488460023098,19966.59210088435,22028.554351058592,23921.241438802354,26024.39979036394
503.2332261365399,2075.4630694825137,4221.328445987701,4761.970826471572,7265.080259105101,8135.670516748799,10146.028044313105,12030.064481028521,14076.013715533667,16015.874055351822,18028.80598782816,19948.26195802383,22043.832204520957,23899.04453522478,26096.280301633007
507.15891282868824,1722.7021757985433,3445.7359869744178,4583.505641326185,6966.030836628679,8125.558088065804,10125.862558229486,12029.908007137068,14073.545762300088,16043.45450994944,18047.083322288032,19955.227054478582,22063.484245082163,23905.597676450787,26131.95409102038
511.0845995208365,1505.4729795069388,3045.0561531682047,4519.398389436775,6769.994592516499,8081.691507517843,10083.937487478159,11983.628488408109,14040.60537462413,15986.426210304084,17998.58597839796,19936.428819913202,21989.977558383187,23883.764069010256,26026.230198498837
515.0102862129849,1361.535124417591,2843.810604501262,4495.371624711443,6634.35461851541,8029.382908498665,10034.262311490325,11935.195195569398,13985.195508627576,15910.669832239642,17929.79522958099,19913.362077722217,21904.415453584217,23845.005493405468,25908.32192581824
518.9359729051331,1203.0225193392414,2688.848649229634,4436.4497982535995,6537.343007549211,8050.088199846306,10036.692676940489,11955.521578674883,14006.0753548741,15979.702674058266,17955.556214848835,19950.32854996558,21933.342406220254,23886.403630874258,25934.74719754813
522.8616595972813,1120.917103892495,2669.598471463015,4440.750950312916,6525.439111195479,8112.435704712831,10051.401026198539,12016.310909698996,14066.570809225841,16056.159870170697,18043.60983554995,19993.260065281862,22007.007218822222,23937.581893609935,25965.7720082769
526.7873462894297,1063.5941257610002,2779.0681541673594,4465.25715646432,6535.081403708417,8140.011511158187,10069.842340525072,12054.212657099868,14091.90153341387,16085.054555462115,18086.550815875675,20023.400387061854,22049.17976115149,23967.3042609365,25962.3494011932
530.713032981578,1046.8804087737942,3074.0032491790053,4520.116401171182,6617.962047619168,8132.290842047976,10088.671905841007,12050.049695203894,14080.282216159469,16085.873592940718,18060.50886639797,20038.748301821717,22037.74648357358,23991.33427572502,25908.03840058049
534.6387196737262,1142.6359144107362,3588.600906593534,4659.008202867693,6850.411350078352,8105.354764305869,10068.879819646749,12026.937734115945,14048.559083853599,16017.255963388872,18007.63384491502,20008.46087258464,21979.483493213083,23960.27989148245,25816.51472119316
538.5644063658746,1196.088571881137,4012.737215354363,4740.17213168774,7051.603000817619,8140.4614805413,10111.295751328928,12046.48993456019,14073.628978636409,16049.915923312847,18046.161633397547,20028.381479851207,22001.646573228725,23971.34374188036,25841.968787252637
542.4900930580228,1094.1943953519076,4047.108925995682,4690.923216665848,6994.750838473301,8186.614688084984,10178.008565089312,12064.576975568276,14110.275358977753,16121.031628950755,18090.517507206947,20070.858342470772,22028.71044956843,24011.97806748774,25922.030230785822
546.415779750171,872.8091403278688,3676.08868813301,4580.428334624424,6713.9394236729895,8159.874942521812,10159.022719503013,12045.28978816798,14097.400656904918,16049.254613280169,18042.279008797505,20035.521085303804,21960.736219606086,23990.032028294583,25916.855313980697
550.3414664423194,491.1216852953665,2993.5425857957052,4362.539597029293,6397.945013248539,8175.8623763551495,10158.886659139529,12076.105615579654,14139.064255312505,16080.038073723748,18097.538820479283,20029.123760667142,22003.61772261498,24013.42796759388,25991.11176253553
554.2671531344677,76.51072302892399,2312.755386514042,4090.200728103887,6172.57989274756,8195.776688050257,10186.8940788169,12105.298755440414,14179.216389064804,16184.3871559841,18169.258794263817,20057.478647736054,22097.131155458646,24070.015048086338,26126.114435724743
558.192839826616,-24.6987273238307,2060.534613056738,4037.2836720605087,6127.749665540799,8128.6442039561025,10156.422535533806,12037.888851636399,14115.422578644182,16071.978205438898,18057.239852944153,20014.909291633074,22021.935045480765,24017.2331404288,25987.438792545734
562.1185265187643,-6.313601393764321,2005.902895785855,4033.3555647366384,6113.105174774214,8024.132321180639,10085.697700904042,11956.264805791008,14029.521381622584,15927.895478089953,17896.47070916028,19956.609552733327,21902.00881834235,23928.840379973142,25872.30372728299
566.0442132109125,-19.236282377222672,1934.4394371775509,3978.787522987769,6149.4532371581345,8058.8728955520155,10097.935063107056,12004.393706157956,14061.440113636965,16019.464582036298,17974.96706723914,19990.228535601807,21977.012761601352,23960.379362451677,26006.42604897525
569.9698999030609,35.512199088066374,1919.4254521561281,3968.6279852700713,6229.184473721871,8131.089568657899,10116.893796032478,12079.625459355508,14107.15377217802,16120.016317555936,18099.925298252347,20039.049428917137,22061.388808575997,24006.048322281455,26129.668059229145
573.8955865952091,162.01853129221615,1978.8242093616211,4002.6180546953374,6254.5748419530755,8090.089789929567,10062.40061885287,12052.19364354322,14055.845092679623,16033.095846191442,18036.083203303813,20012.76829843057,21983.174535440543,23964.21341672028,26065.324832357357
577.8212732873574,259.5560130148539,2034.635726564764,4021.6171937376275,6289.022139366566,8041.614565835192,10037.092808513213,12009.465012594359,14004.941615073703,15970.954496760389,17970.170441240607,19972.913363408963,21933.506605727536,23924.419735811203,25968.108474998728
581.7469599795057,229.6893608655285,1988.70465253293,3955.2709238262196,6348.144900300785,8028.798610469352,10038.291403169382,12005.22636927901,14000.910986561004,16038.364266301862,17992.58157977805,19971.01265673934,21983.74158721408,23929.173798913354,26032.673678046838
585.672646671654,230.31422650501102,1983.4669780929448,3947.9607433505225,6447.673814734978,8042.20925077325,10031.613130453085,12009.6419055247,14011.895010753311,16070.665600015593,18031.58709794139,19973.271643939093,22024.84068598263,23940.571070210644,26051.58648064104
589.5983333638023,251.6360597527968,2001.8554712540533,3978.2484285078813,6478.987073284136,8012.818080824945,10022.549971972796,11989.483317365492,13993.821269225182,16009.582458012064,17978.238111706625,19956.918969134163,21977.253242161598,23926.254156046005,25986.7718385722
593.5240200559506,286.57070986841126,2025.852811463833,4020.0612209002443,6523.266112198619,7999.391574337034,10043.496662111555,11969.601515770219,13985.729537677966,15964.327780024887,17942.920795292714,19958.522147918124,21944.51825655318,23914.575034116333,25935.90371433501
597.4497067480988,334.5468264490216,2030.9181194861458,4033.7624019548266,6634.305885270112,8040.87009347782,10085.752151084987,11985.603986326742,14013.707577894349,16002.071280439102,18004.307568564684,19973.596621312656,21994.688552495507,23933.80451222499,25981.580827328853
601.3753934402472,400.82139221893635,2019.4463757835667,4017.1658072685495,6701.199846126037,8064.144959309244,10091.324902030177,12010.96762698094,14031.925888356507,16037.322261937303,18047.861805687135,19978.30245876547,22022.599674023488,23943.45412758158,26039.06022834024
605.3010801323954,522.9880796137337,2071.1472030068685,4057.943785036355,6711.854369386118,8065.921372970387,10064.074105826461,12004.129856012403,14029.748649648274,15998.831862290677,18023.98259318124,19985.516328237187,21978.76407794586,23926.419177943306,25948.020382868974
609.2267668245437,529.4351657854934,2070.9770839735015,4044.840658673423,6650.530113965041,8043.021069401692,10046.526028466216,11978.008774322221,14020.958509861823,15974.395373489202,17959.59561358228,19982.113960491944,21931.363719241224,23924.266940268757,25885.189425163386
613.152453516692,489.25431239539944,2096.3757549788743,4042.463263390891,6661.814879408272,8057.058568234127,10056.779298800262,11989.521717812253,14037.681031963639,16007.298532236606,17965.61492505039,19991.254846776286,21954.45207695968,23936.44878264555,25888.383698269543
617.0781402088403,518.4447495117004,2187.522450924702,4068.06112299313,6741.34407632089,8079.724683252729,10081.863920125194,12016.279145180753,14059.697167563434,16048.908815869478,18003.944633664218,20009.72595310642,22003.386472400427,23945.163255747615,25952.191237155763
621.0038269009887,769.2960006982473,2370.563938346705,4136.926809139395,6836.450090488583,8070.922456296248,10107.656022214536,12021.751743174202,14058.51677736166,16053.125479478053,18008.111954966495,20004.476476418156,22008.959479768357,23945.838428653315,26006.86268815117
624.9295135931369,1333.45312051694,2646.4034494882676,4287.483352119765,6937.8004527265575,8053.9232552859,10085.596346343049,12003.137368130208,14035.611973425404,15985.052668583816,17982.202700005386,19968.48458737647,21955.303013798686,23911.94055645105,26009.6092393877
628.8552002852852,1958.2618635372928,2799.373132006055,4371.091656110402,6935.182457744708,8062.36120730751,10051.447360142487,11999.286028705474,14036.452272466619,15987.50663456269,17986.003659250735,19949.73031167116,21943.893404391743,23910.872665347837,26138.103942275793
632.7808869774335,2536.998166878178,2911.9066370900664,4476.563718703137,6927.218769503068,8132.874233621843,10072.723663607638,12048.21511199758,14087.494629339762,16099.64647109333,18064.433690087193,19995.83344541704,22010.310649884766,23971.70157275533,26218.935347218616
636.7065736695818,2890.7353767813697,3042.110325909239,4616.465799161457,6930.467087119045,8151.477241914302,10074.406751235161,12071.31131232927,14091.354559547326,16088.803518042785,18057.90827175734,20009.528270269697,21998.988901374447,23985.571480831557,26116.25893205893
640.63226036173,2749.484771368517,3043.733941475874,4635.998020115411,6883.282483232886,8152.616779347587,10070.359474119232,12077.90008074986,14093.03787551061,16067.320080336876,18039.597987879413,20022.386746746655,21993.87259010685,23993.628994912287,25995.26031941172
644.5579470538784,2144.0792470321,2871.2511912300715,4507.55414542242,6805.8560707900715,8146.687980187667,10066.51207498967,12078.794937230507,14097.70427921271,16099.801723023946,18048.50247239517,20040.04866546348,22005.62636844509,24004.108297176645,25956.063153704625
648.4836337460266,1426.0591956595458,2662.9462358398036,4373.748756276549,6796.122069176788,8099.863970130689,10044.064292518553,12054.890533766695,14064.312443929366,16042.459508155574,18008.756398238318,20007.806803911528,21969.839893969463,23970.710341233473,25913.711032050374
652.409320438175,828.5754103525644,2468.2857484809624,4275.086087461963,6838.843881184207,8109.227613551092,10060.31568240693,12065.005854166004,14079.649489587728,16042.219252366462,18028.34902819869,20017.81813230234,22002.666556521177,23977.24878763811,25882.63319843905
656.3350071303232,399.81889721515637,2272.338608696058,4164.274087988265,6805.188071034895,8116.695679124287,10077.96143785935,12069.62959720616,14090.938924227014,16075.328054013906,18052.67296476448,20037.03144143212,22018.58255886491,23991.108872719276,25892.700064301906
660.2606938224715,229.44932894440245,2185.4104767794306,4128.816215780333,6765.9220659228085,8075.6471017548365,10060.442750893937,12027.006459153787,14051.546634682209,16008.087419883926,17995.571591705862,20011.62423274027,21953.846186812956,23958.272431106452,25818.06676731006
664.1863805146198,177.58233613168912,2133.025785360271,4110.826704433569,6762.399449591884,8058.441868554829,10060.775855916958,12000.674727355656,14036.729087028933,15973.969683145579,17953.479962149875,20007.05111615886,21919.724421994204,23944.099867401528,25777.144702140482
668.1120672067681,153.00671007045514,2104.3026114485733,4105.686878300424,6795.821537684788,8092.731160581373,10090.031647828015,12026.166754190162,14062.271544801633,16026.588170779247,17999.614137312743,20029.534347763183,21965.653413272044,23964.110876587154,25826.847890435838
672.0377538989163,161.89475161843023,2142.0015853188,4141.866708465929,6830.989250326322,8119.32510163643,10106.478563780016,12062.907048366897,14080.345227586842,16058.109425280983,18044.419715964428,20032.295653059773,21996.571746213674,23988.930367218167,25887.157169938284
675.9634405910647,142.54762199035673,2169.206104818292,4146.864293752621,6818.216601278277,8130.7834438774,10119.41997912289,12085.887139044036,14097.309479349784,16066.482662524273,18052.67980509918,20028.41569712523,21990.212145742284,24016.42016016341,25960.614246454857
679.8891272832129,148.6073789818791,2216.4694116889445,4166.735871411805,6829.976639834249,8138.162053021385,10111.5310098261,12081.0501778053,14103.052663741679,16053.61792840702,18041.937502260895,20015.653905226492,21993.788020452168,24003.457595639145,25975.38566311714
683.8148139753612,201.89583560347117,2283.017869016896,4203.560477684717,6879.846617400504,8131.352578881395,10098.82431259353,12064.691493530026,14091.38574394794,16040.588123096673,18021.120693604043,20003.11952662683,21983.796492941732,23974.458201920366,25950.72605332317
687.7405006675095,315.52002803917577,2352.3875447994224,4224.184596811896,6933.000526043285,8127.475032397501,10109.930767094613,12050.804957897768,14079.819394101121,16053.356242660433,18019.642400622568,20002.06238785101,21971.969090824172,23974.30404117962,25967.009979036353
691.6661873596578,621.6197259454461,2551.0462109798455,4338.843625129373,7063.262397802748,8141.836279039206,10115.817312033041,12037.560370574109,14059.471888382295,16030.144675994808,18020.51288747873,19986.880201211698,21958.289072146643,23963.52842390959,25971.337947520067
695.5918740518061,1057.2676839243543,2881.390153813634,4541.762781660096,7282.272327051816,8184.806487249664,10143.469246988265,12049.655089951557,14058.849187620588,16042.572960229396,18050.555342461146,19985.88469872633,21963.4012191508,23964.485915258007,26016.150666988182
699.5175607439544,1510.1679391668447,3373.386079115278,4790.126711679957,7569.842938754684,8248.052328155543,10191.045768420136,12083.449413116767,14087.1684536265,16101.13369287167,18101.505321897628,20003.166357691218,21996.39772993298,23983.819816036932,26094.65043857351
703.4432474361026,2011.8154953860353,4200.154720500924,5115.693951857036,7960.529463410292,8297.959012906791,10204.365133848029,12102.524851760221,14112.606556825222,16102.234362201434,18114.69512466347,19998.2487212711,21999.167361502925,23994.082195578667,26066.761770361973
707.368934128251,2410.8617443040744,5209.978745250142,5343.529338430723,8358.139049059571,8288.288786412497,10202.263927098751,12096.135992174242,14128.079499284284,16116.253921104964,18108.02685304656,20000.92919117792,22001.30494782583,24017.825353338383,26067.531953851172
711.2946208203992,2615.516045843312,6082.9832141055085,5421.623834488231,8694.224808956755,8260.067806361645,10203.530241106575,12094.11704481522,14134.053976101844,16133.891946909947,18103.761334787392,20014.16149848653,22024.29466639671,24026.80683556594,26113.16058913261
715.2203075125475,2547.2824197322407,6393.793064885946,5372.757847133536,8810.244417289443,8255.613308493217,10193.230152785547,12086.600532826487,14121.41154065936,16105.931750340116,18097.77225403566,20001.75694789051,22034.045357697985,24001.061781142052,26086.36936960352
719.1459942046959,2066.9170697369486,5796.486100368433,5095.969176420746,8501.17511226444,8208.389588757716,10180.968344284518,12050.30870030729,14087.66497379169,16087.79307422099,18055.877240687794,19991.95477250305,22022.01019335109,23976.435705067826,26045.848602425904
723.0716808968441,1441.9578962532225,4657.695542888443,4763.817236760304,7992.471604084173,8118.2206120040355,10138.768680425093,11994.14839666971,14028.38827513858,16000.794984558157,17967.11855859526,19957.13416571461,21957.56667709543,23928.625526027725,25942.209787584332
726.9973675889925,922.4246011118063,3533.77523445937,4493.722336196658,7560.430837199265,8087.605579898815,10115.481130485654,11990.935451677378,14013.536469621053,15944.927669804121,17949.34437235986,19953.410215795207,21951.189201173016,23913.711054614003,25898.070472777654
730.9230542811407,616.150207815028,2783.5493296630543,4301.228719174186,7307.942651330237,8129.211793359768,10152.39882080292,12062.401088657567,14070.965737033011,16032.749063455683,18033.33055438028,20013.471114677795,22036.619712526997,23980.089336127126,26011.183379292546
734.848740973289,619.7530684520364,2543.3295755452446,4258.254213897251,7248.065453613386,8166.448395909406,10162.826069748613,12104.77527797419,14115.375677023554,16087.546617526088,18095.18298632211,20021.796665518526,22068.849567182904,24017.510525361657,26105.547238462997
738.7744276654373,715.5103313983307,2511.4909185339984,4225.6394716166815,7213.600441561288,8175.149962649635,10170.391984162698,12111.851744238962,14138.991914301829,16113.043355426451,18102.274116094406,20025.89270861016,22088.895988533124,24029.173614707994,26179.849745427706
742.7001143575856,770.0100335659006,2509.577435456978,4199.488654562948,7177.575405791014,8158.967411175911,10162.703893750337,12089.991127273885,14115.326898457852,16087.277616830335,18083.345149140703,20020.919284142285,22080.39096076415,24023.493901486854,26164.246176507557
746.6258010497338,705.4257098137109,2473.1836174114683,4175.33572192463,7102.55742929794,8126.857825369857,10124.80157235836,12034.13634561633,14062.081765047322,16031.168352250772,18049.133839786795,19992.567746792953,22021.51188500569,23981.41304203308,26055.25341642748
750.5514877418822,484.28913152486217,2357.3207850577683,4089.235297873379,6928.208756153753,8071.155974652697,10100.656512405596,11988.075776199397,14022.898729437557,16015.96076252077,17974.857506828015,19986.841561410696,21964.529111439824,23940.544664929603,25968.610972783503
754.4771744340304,330.98472620011034,2336.1700218176543,4093.8444875264217,6848.858938462399,8047.081694438016,10075.95157626859,11959.209786385836,13995.783175364113,15959.583112202772,17944.74168181983,19967.833278145183,21945.73752113176,23899.736802698484,25842.672835704394
758.4028611261788,159.86763191029831,2274.3869144888645,4056.353281388115,6789.708937753545,8062.583335514375,10101.900102517817,11986.072123436274,14017.467307186635,16003.900154737092,17988.6287148206,19992.26074535969,21983.7139078964,23928.03355706797,25879.458758601122
762.328547818327,82.97055977584861,2263.9240023719344,4067.710538835362,6759.27177219084,8088.675054207904,10136.442189765054,12040.118763737855,14050.945773602425,16056.27065056529,18019.950637128193,20017.19932259514,21972.808807136927,23978.683614438218,25973.335897222503
766.2542345104753,149.7148870609366,2356.9918811981283,4181.921543945757,6800.791870655331,8143.023757396358,10140.902399149953,12083.66926177166,14089.186557658672,16043.205780443957,18065.278501562447,20011.694634353,21983.368110153257,23996.106162622098,26040.55699834591
770.1799212026236,109.4964472956146,2313.598888587786,4165.169415330918,6769.045413019987,8197.901156939612,10181.589838475975,12149.295667776893,14155.251817843528,16143.21458251348,18140.124469904273,20053.807582801284,22086.008273281564,24051.119546306178,26257.19467023055
774.1056078947719,180.38257140840523,2364.99124587679,4243.923325856986,6803.622353242665,8240.34571757022,10196.474469676417,12174.286520032483,14184.430152589137,16166.380902910758,18174.018505585336,20053.95409810152,22111.449304999074,24058.096103687698,26268.0086748359
778.0312945869201,216.80021121674096,2375.013493607899,4288.461288132322,6762.598541956201,8207.512638890401,10152.579047694953,12133.232297812847,14147.56333792625,16104.26611890213,18108.66598957557,20019.116905487834,22035.127250224097,24017.73023362075,26171.416961890944
781.9569812790685,214.3460430274586,2332.1068068693016,4280.500753298076,6690.218413972959,8195.983562487745,10150.210706914268,12098.563154116982,14130.656524848158,16115.80959774954,18099.800403270143,20038.988795381225,22022.78286505482,24010.002180485237,26074.177187183104
785.8826679712167,366.0190287523938,2405.4467563800945,4365.655265379865,6697.0990525305815,8170.625912332559,10126.559024688975,12035.097062225383,14082.344425698506,16050.426348350598,18035.489176161045,20015.4946141739,21970.38122131801,23955.974927652333,25932.94832838156
