Raman shift [cm-1],Al 1x10-2 M,,,,,,AuAgBC 1x10-15 M,,,,,
,S1,S2,S3,Mean,SD,CV,S1,S2,S3,Mean,SD,CV
472.45997,47.54795,242.30388,122.76335,137.53839,80.19224608,58.30535466,24.76173,31.07811,139.4215,65.08711333,52.62556378,80.85404481
473.57131,48.0817,252.26241,130.706,143.68337,83.86000113,58.36444477,21.9989,32.67313,138.82052,64.49751667,52.73465916,81.76230944
474.68245,49.16795,269.57233,130.48534,149.74187,91.00415096,60.77401795,20.53851,33.182,138.68543,64.13531333,52.96699841,82.58632516
475.79339,50.90111,279.418,127.22952,152.51621,94.98966531,62.28168488,23.72144,35.89445,139.23769,66.28452667,51.8245024,78.18491736
476.90412,53.54314,271.72689,130.25029,151.84011,90.37192532,59.51782129,23.82967,38.17865,139.87087,67.29306333,51.6535047,76.75903302
478.01465,57.38327,257.27193,114.38835,143.01452,84.07719533,58.78927212,25.24004,39.55015,139.73536,68.17518333,50.93681691,74.71460203
479.12498,62.48804,256.23108,117.90705,145.54206,81.4733559,55.97925156,31.99001,42.48399,138.28868,70.92089333,47.82847767,67.43919235
480.23511,68.50712,271.54384,99.50428,146.51841,89.30742398,60.95303927,31.26549,45.12484,135.52183,70.63738667,46.22779565,65.44380792
481.34503,74.67132,286.65968,97.15513,152.82871,95.0769051,62.21141637,25.68871,43.54313,132.0054,67.07908,46.4848746,69.2986168
482.45476,79.9965,287.41458,89.98412,152.46507,95.51078997,62.64437485,26.0561,38.29978,128.86255,64.40614333,45.85083202,71.19015306
483.56428,83.60383,276.43705,80.31096,146.78395,91.68844402,62.46489757,21.51798,32.76808,127.53958,60.60854667,47.54971857,78.45381747
484.6736,85.00452,267.54335,75.66732,142.7384,88.33271613,61.88433955,16.08545,29.63105,129.22832,58.31494,50.44734164,86.50843443
485.78272,84.21689,269.71297,102.59578,152.17521,83.44974169,54.8379343,21.92949,29.32842,134.08212,61.78001,51.21446654,82.89811953
486.89164,81.69899,276.60451,107.44583,155.24978,86.45211939,55.68582409,25.6086,28.71993,140.77154,65.03335667,53.5700439,82.37317992
488.00035,78.15488,273.40123,95.7135,149.08987,88.1932044,59.15439084,25.87706,25.85275,146.88387,66.20456,57.04888807,86.17063245
489.10886,74.25528,254.47187,72.49188,133.73968,85.37358793,63.83564544,28.78453,25.3443,149.99531,68.04138,57.96719634,85.1940339
490.21718,70.35101,230.19666,73.30458,124.61742,74.66553583,59.91580939,28.14296,31.95599,148.66715,69.5887,55.93857191,80.3845623
491.32529,66.33679,213.68828,90.18833,123.40447,64.57863012,52.33086785,29.13634,41.54903,142.84184,71.17573667,50.92832541,71.55293053
492.4332,61.78985,204.54371,117.68014,128.00457,58.73449569,45.88468653,26.42735,44.44,133.6483,68.17188333,46.87916911,68.76613468
493.5409,56.33682,190.73981,128.22194,125.09952,54.91419394,43.89640659,15.4949,35.96697,122.88025,58.11404,46.5530012,80.10628963
494.64841,50.03384,166.46772,115.66446,110.72201,47.66223513,43.04675749,9.477,23.19082,112.36267,48.34349667,45.61328849,94.35248097
495.75572,43.54049,142.47197,103.78254,96.59833,40.70683033,42.14030442,6.55152,19.23665,103.44986,43.07934333,43.00137667,99.81901612
496.86282,38.05978,133.25641,66.06871,79.1283,39.94591559,50.48246404,5.1587,27.04197,96.8261,43.00892333,39.08909272,90.88600619
497.96972,35.20375,137.81926,91.24468,88.08923,41.95198344,47.62441838,4.06802,37.49815,92.5364,44.70085667,36.47440018,81.5966469
499.07642,36.88873,142.23727,99.46293,92.86298,43.26082337,46.58565057,2.91537,44.71004,90.12626,45.91722333,35.61392801,77.56115336
500.18292,45.15779,139.53879,122.92607,102.54088,41.13887186,40.11948392,4.85962,50.13725,88.85436,47.95041,34.32555694,71.58553376
501.28922,61.79996,137.07508,118.97819,105.95108,32.08182439,30.2798465,6.59805,56.20004,87.93283,50.24364,33.4708394,66.61706715
502.39532,87.85092,145.51513,123.1482,118.83808,23.73777732,19.97489131,14.16178,64.24835,86.77169,55.06060667,30.34645205,55.11463438
503.50122,123.2329,169.99555,129.1564,140.79495,20.78907154,14.76549517,21.8959,75.86022,85.20103,60.98571667,27.90248505,45.75249186
504.60691,166.71668,210.68304,130.71481,169.37151,32.70082103,19.30715563,24.46041,92.34593,83.53845,66.78159667,30.14083671,45.13344726
505.71241,216.17246,263.7785,131.8293,203.92675,54.5595445,26.75448145,27.71571,108.79265,82.44222,72.98352667,33.76850317,46.26866461
506.8177,268.9317,323.10446,118.4654,236.83385,86.57170454,36.55377157,27.29724,117.42403,82.68887,75.80338,37.11484023,48.96198591
507.9228,322.10173,384.34151,105.60537,270.68287,119.4609652,44.13318257,27.12162,123.43989,84.96089,78.50746667,39.58566482,50.42280244
509.02769,372.8111,443.86911,96.57391,304.41804,149.8036425,49.20984398,29.25491,139.01481,89.56993,85.94655,44.88248043,52.22138693
510.13238,418.47089,494.77957,121.11773,344.7894,161.1986652,46.75279032,24.90609,162.24276,96.13777,94.42887333,56.08048073,59.38912405
511.23688,457.06783,531.0422,121.42436,369.8448,178.2368964,48.1923489,24.37537,181.9473,103.46468,103.26245,64.32862999,62.2962461
512.34117,487.34118,552.32491,105.74216,381.80275,196.9988296,51.59701695,32.73764,192.57837,109.82754,111.7145167,65.26834482,58.4242288
513.44526,508.68759,560.17169,70.57114,379.81014,219.6728211,57.83753458,30.33089,195.39296,113.68628,113.13671,67.3874284,59.5628319
514.54915,520.84353,555.60018,55.63775,377.36049,227.934414,60.40229968,30.86334,196.49095,114.37681,113.9103667,67.61799305,59.36070177
515.65284,523.60083,541.5302,41.40521,368.84541,231.6508589,62.80432198,38.81834,198.71741,112.26275,116.5995,65.3505098,56.04698974
516.75633,516.797,520.04941,61.70825,366.18489,215.3015889,58.79586917,33.76067,194.42685,108.27088,112.1528,65.64910421,58.53541259
517.85962,500.53866,489.32478,42.94373,344.26906,213.1183586,61.90459247,31.99833,177.8472,103.3144,104.3866433,59.54737889,57.04501744
518.96271,475.3866,448.39035,32.41394,318.7303,202.755997,63.61365611,28.33783,154.56741,98.03836,93.64786667,51.62644052,55.12826117
520.06559,442.34703,399.6802,38.47402,293.50042,181.1701996,61.72740728,22.14549,132.06889,92.82932,82.3479,45.48394289,55.23388318
521.16828,402.78701,345.43579,18.22862,255.48381,169.3906891,66.30192694,26.41067,114.15081,87.81724,76.12624,36.76132617,48.28995386
522.27077,358.43872,287.29307,0.1938,215.30853,154.857324,71.92345048,25.0668,99.42591,82.86263,69.11844667,31.8747156,46.11607629
523.37306,311.45174,227.77397,-7.21342,177.33743,134.8944142,76.06652143,21.08492,80.57647,77.62188,59.76109,27.37476934,45.80701146
524.47515,264.29514,170.13023,7.21508,147.21348,106.196115,72.13749381,17.73748,57.27735,71.71059,48.90847333,22.8152394,46.64884803
525.57704,219.39286,119.8633,11.7828,117.01299,84.78041231,72.45384663,18.78221,37.73949,64.98108,40.50092667,18.96141779,46.81724431
526.67872,178.62664,82.99476,5.65024,89.09055,70.74874652,79.41217841,20.80543,22.39638,57.78951,33.66377333,17.07183173,50.71276935
527.78021,143.03342,58.19473,4.33974,68.52263,57.09047414,83.31623311,13.1186,8.74371,50.91849,24.26026667,18.93463439,78.04792358
528.8815,112.8926,36.31582,12.75535,53.98792,42.74805755,79.18078257,12.74419,3.65785,45.00743,20.46982333,17.74281074,86.67788896
529.98259,88.0317,12.83771,22.9811,41.2835,33.31433634,80.69649216,16.82563,11.81514,39.92133,22.85403333,12.24052597,53.55958747
531.08348,68.03142,-4.97796,36.1273,33.06025,29.88475055,90.39481115,16.39765,25.43617,34.71732,25.51704667,7.479192604,29.31057305
532.18417,52.25634,-8.47079,54.57327,32.78627,29.18847943,89.02653285,20.31696,35.51754,28.33479,28.05643,6.208731556,22.12944254
533.28466,39.89311,-0.33454,67.04319,35.53392,27.67901164,77.89461911,21.17869,44.0974,20.47801,28.5847,10.97286453,38.38719501
534.38495,30.12436,8.97919,58.55745,32.55367,20.31300264,62.39850265,16.18412,57.49073,12.03383,28.56956,20.52042531,71.82618602
535.48504,22.34115,16.01357,51.45535,29.93669,15.43371015,51.55449766,12.86774,71.55652,4.66045,29.69490333,29.78966392,100.319114
536.58493,16.20582,28.14076,58.57988,34.30882,17.84047763,51.99968298,11.75111,77.78936,-0.22616,29.77143667,34.30407624,115.2247929
537.68462,11.52689,48.18018,60.39113,40.03273,20.76397767,51.86750359,22.62697,79.96732,-2.24508,33.44973667,34.424496,102.9141017
538.78411,8.11615,63.56768,60.40189,44.02857,25.42678599,57.75065143,33.92678,85.19711,-1.88247,39.08047333,35.73638416,91.44306891
539.88341,5.80658,62.6453,65.82174,44.75787,27.57323439,61.60533195,28.69043,89.25769,0.42783,39.45865,37.05538133,93.90939967
540.9825,4.56737,54.95214,33.14643,30.88865,20.63135884,66.79268546,28.22163,87.90899,4.90119,40.34393667,34.95508026,86.64271053
542.08139,4.49178,60.46204,29.58203,31.51195,22.89047756,72.64062542,31.27788,83.91842,11.99,42.39543333,30.39873238,71.70284624
543.18009,5.58971,83.64119,52.0879,47.10627,32.05849742,68.05569072,28.36085,77.53442,21.55756,42.48427667,24.93933439,58.70250442
544.27859,7.57406,110.69965,60.09341,59.45571,42.10326058,70.81449466,25.06974,69.52006,32.6767,42.42216667,19.41113645,45.75706046
545.37688,9.86736,127.73143,95.797,77.7986,49.77242638,63.97599234,17.60418,63.34166,44.16957,41.70513667,18.75338801,44.96661445
546.47498,11.85314,133.17956,97.65284,80.89518,50.92896637,62.95673781,13.00717,55.90004,55.19037,41.36586,20.05471485,48.48131975
547.57288,13.17534,136.21345,87.12277,78.83719,50.57062584,64.1456473,9.85113,43.77531,65.3929,39.67311333,22.85961602,57.61991963
548.67058,13.85672,145.78083,78.72681,79.45479,53.86025227,67.78729422,5.00161,30.74946,74.7949,36.84865667,28.81754075,78.20513244
549.76808,14.18532,160.19968,82.97089,85.7853,59.64332315,69.52627449,3.89546,19.19878,83.63688,35.57704,34.55294552,97.12147363
550.86538,14.51919,170.4758,88.40549,91.13349,63.69823416,69.89552815,-0.87121,9.12191,92.42462,33.55844,41.8241236,124.6307147
551.96249,15.17582,173.19102,82.89487,90.42057,64.72855103,71.58609046,-5.28796,1.73759,102.01293,32.82085333,49.01018393,149.3263549
553.05939,16.44042,174.30291,77.34564,89.36299,65.00489193,72.74252119,-6.55427,-4.13262,113.36247,34.22519333,55.96723753,163.5264321
554.1561,18.6243,180.15167,82.66041,93.81213,66.41306801,70.79368948,-12.55917,-8.09108,126.94253,35.43076,64.73429793,182.7064899
555.2526,22.07668,188.39331,112.06957,107.51319,67.97487686,63.22468607,-6.79769,-4.31267,142.27356,43.72106667,69.69452053,159.4071825
556.34891,27.10098,189.85816,125.4418,114.13365,66.92473713,58.6371654,1.533,6.75238,158.11798,55.46778667,72.6159171,130.9154763
557.44502,33.83697,180.30212,146.39529,120.17813,62.60199561,52.09100492,-2.29399,14.08188,173.2723,61.68673,79.1856336,128.3673711
558.54093,42.20416,167.18454,128.66748,112.68539,52.25957116,46.37652775,0.16193,12.3126,187.32275,66.59909333,85.50852065,128.39292
559.63665,51.89131,161.13007,123.84067,112.28735,45.33862278,40.37732014,-3.34106,7.82306,200.7297,68.4039,93.67940863,136.9503912
560.73216,62.3178,165.58893,122.29304,116.73326,42.34316132,36.2734334,-2.21048,5.16762,214.20574,72.38762667,100.3257762,138.5952003
561.82748,72.59837,177.48662,131.79909,127.29469,42.93874272,33.73176266,9.73361,2.31901,227.95091,80.00117667,104.6600426,130.823129
562.92259,81.64358,188.54583,137.46186,135.88376,43.65692439,32.12813981,10.58947,-1.40568,241.43177,83.53852,111.7547306,133.7762873
564.01751,88.45441,187.4675,138.62625,138.18272,40.42314137,29.25339823,16.17586,-3.32988,253.87568,88.90722,116.921806,131.5099111
565.11223,92.45299,175.29879,129.30211,132.3513,33.89031129,25.60633049,17.63887,-2.36095,265.01415,93.43069,121.6022506,130.1523627
566.20676,93.57257,171.60222,125.77284,130.31588,32.01703668,24.56879137,11.39313,0.00968,275.44732,95.61671,127.244337,133.0775102
567.30108,92.04411,189.6577,101.01429,127.57203,44.0536683,34.53238794,13.12615,3.70665,286.27733,101.03671,131.041335,129.6967558
568.39521,88.15012,216.49077,101.68345,135.44145,57.57622406,42.510047,21.22219,8.41106,298.19273,109.2753267,133.6871229,122.3397147
569.48914,82.25257,229.7439,108.91284,140.3031,64.17390217,45.73947559,27.50415,9.87458,310.6773,116.0186767,137.8324712,118.801968
570.58287,75.03291,223.45445,105.7765,134.75462,63.9637239,47.46681331,26.82433,8.44482,321.94444,119.0711967,143.6491472,120.6413904
571.6764,67.58645,210.51199,96.92978,125.00941,61.63482009,49.30414446,33.12143,12.65351,329.65859,125.14451,144.8545032,115.7497865
