Raman shift cm-1,1 mM,,,100 mM,,,10 μm,,,1 μm,,,100 nM,,,10 nM,,,1 nM,,,100 pM,,,10 pM,,,1 pM,,,100 fM,,,10 fM,,,1 fM,,,Blank,,
377.61125,4416.63616,3504.27901,79.34271,3022.05228,2304.12745,76.2438,3798.39176,3972.35589,104.57994,1853.48288,753.30915,40.6429,1432.76132,1105.78658,77.1787,840.84393,293.26211,34.87712,942.46356,387.8778,41.15573,779.35088,549.29392,70.48095,951.79487,516.6678,54.28352,1085.75479,363.03082,33.4358,645.72322,42.36567,6.56096,1333.76692,555.31216,41.63487,753.71371,16.79856,2.22877,267.89112,9.77087,3.64733
381.53694,5614.3238,4668.71216,83.15716,4869.15051,3895.20403,79.99761,5886.10209,6310.46923,107.20965,2977.88247,1242.362,41.71965,2018.79383,1841.94246,91.23975,1169.3925,362.81388,31.02584,1442.77008,597.52501,41.41512,1163.42077,916.28829,78.75812,1264.92097,726.20298,57.41094,1553.51314,581.85038,37.45384,946.43212,95.8878,10.1315,1972.21117,1033.48155,52.40217,1157.27054,60.10456,5.19365,214.2217,9.38997,4.38329
385.46263,6427.68457,5531.13632,86.05177,6900.30418,5642.21401,81.76761,8380.39253,8998.47241,107.37531,4401.57397,1780.33504,40.44769,2778.80516,2789.65938,100.39061,1613.16159,481.37498,29.84047,2053.56788,849.67606,41.3756,1671.67369,1362.9153,81.52998,1707.11145,967.35303,56.66607,2152.26985,779.3561,36.21089,1353.09399,177.80096,13.14033,2761.93302,1644.52368,59.54249,1634.19371,156.01637,9.54699,155.36604,15.90467,10.2369
389.38831,6743.38282,5929.31585,87.92791,8368.88428,6942.42171,82.95516,10466.81184,11151.97235,106.54603,5682.79917,2117.51756,37.26188,3496.11623,3634.43605,103.95638,2116.3317,580.37523,27.42364,2614.47809,1038.73036,39.72993,2221.47851,1711.71889,77.05314,2224.83903,1135.78865,51.05037,2745.44081,820.37732,29.88144,1807.78696,281.51708,15.57247,3454.32915,2145.36091,62.10644,2040.71284,249.91683,12.24655,162.10081,12.95293,7.99066
393.314,6866.68682,6059.90021,88.25071,8780.23386,7283.50587,82.95344,11435.95538,11933.10557,104.34726,6286.25211,2187.19265,34.79327,3857.72217,3992.92843,103.50482,2363.9081,623.83815,26.39012,2882.71861,1117.81095,38.77628,2502.98181,1933.5923,77.25155,2453.47567,1260.86412,51.39094,3010.20975,769.37775,25.55894,2026.93314,376.36982,18.56844,3769.42995,2212.93666,58.70746,2228.20119,324.72723,14.57351,150.07366,14.99584,9.99232
397.23969,6987.92005,6146.76783,87.96277,8079.97605,6618.17636,81.90837,10985.53069,11077.73339,100.83931,6006.69216,2008.00158,33.42941,3684.11561,3660.07723,99.34751,2273.21284,613.89771,27.00573,2765.83285,1060.61151,38.34691,2416.69099,1914.39762,79.21566,2330.22212,1287.58331,55.25582,2868.94787,691.10243,24.08906,1928.61645,429.28661,22.25879,3610.93079,1813.75542,50.22958,2143.76988,352.3819,16.43749,116.40729,20.14334,17.30419
401.16537,6999.37809,6205.88085,88.66332,6600.1523,5358.47525,81.18715,9351.20799,9055.40807,96.83677,5076.03739,1611.68892,31.75093,3173.52935,2949.02379,92.92568,2031.58185,653.37126,32.16072,2365.38611,844.45245,35.70041,2120.75963,1579.89291,74.49656,2083.30391,1108.24485,53.1965,2513.36851,546.18208,21.73108,1707.72903,449.58995,26.32677,3114.28398,1262.50736,40.53925,1816.06435,299.12412,16.47101,185.02514,10.92624,5.90527
405.09106,6928.5329,6085.43332,87.83148,5023.40056,3995.89708,79.54566,7318.50293,6681.86891,91.30103,3935.07051,1200.35808,30.50411,2563.43269,2214.87582,86.40273,1705.15187,679.51326,39.8506,1846.58431,627.1485,33.96262,1698.72989,1170.2044,68.88702,1750.98207,913.9893,52.19867,2043.7912,425.09335,20.79926,1397.21837,450.5524,32.24638,2523.00271,752.8608,29.83987,1419.02449,221.81517,15.63153,212.58865,5.49504,2.58482
409.01675,6679.92987,5667.29784,84.84068,3689.75659,2810.92167,76.18176,5414.5994,4573.3368,84.46307,2809.86119,882.35227,31.40199,1948.78955,1578.66493,81.00746,1299.96436,631.65682,48.59032,1302.00572,464.98276,35.7128,1211.11109,832.63654,68.74981,1331.54241,747.31311,56.12387,1504.25052,316.31252,21.02791,993.84688,404.53447,40.7039,1892.5894,423.30397,22.36639,1004.41525,155.31702,15.46343,166.9731,8.64013,5.17456
412.94243,6181.36346,5022.9147,81.25901,2655.80368,1886.80955,71.04477,3856.10617,2965.14175,76.89471,1864.19827,636.94727,34.16736,1424.57688,1039.45695,72.96601,921.13438,550.72253,59.78743,840.08649,335.23918,39.90532,797.34659,552.61866,69.30721,943.87004,553.45893,58.6372,1026.20062,203.2681,19.80783,643.16057,322.24547,50.10342,1320.5012,293.39847,22.21872,640.74705,97.56689,15.22705,100.04377,31.5164,31.50261
416.86812,5518.41432,4310.09126,78.1038,1937.83038,1225.22593,63.22669,2743.06851,1862.57709,67.90122,1225.48774,485.91889,39.65106,1068.81885,676.64924,63.30813,663.90228,450.2699,67.82171,548.10881,246.39057,44.95286,533.94184,352.10605,65.94465,685.19354,415.54419,60.64625,704.50465,163.38296,23.19118,434.95786,263.99175,60.69364,962.55355,294.6081,30.60693,425.01663,58.89806,13.85783,25.0279,16.65506,66.54598
420.79381,4704.87808,3633.67392,77.23205,1392.83127,800.54121,57.47582,1927.49373,1174.78937,60.94906,808.30167,377.94548,46.75797,887.75177,563.96917,63.5278,537.49472,364.34941,67.7866,376.37355,166.4664,44.22904,395.19688,227.52899,57.57358,550.458,335.9501,61.03101,534.79496,124.46646,23.27368,341.36993,237.30392,69.51518,737.47163,321.80949,43.63686,272.94245,37.38295,13.69627,70.26363,23.82957,33.91452
424.71949,3973.49195,3093.98107,77.86554,1051.93839,575.84039,54.74089,1396.69004,788.84542,56.47963,581.84645,300.71485,51.68285,716.63013,433.85295,60.54071,473.82645,262.77945,55.45901,304.74767,122.26659,40.1206,317.40335,170.63033,53.7582,442.41208,269.20306,60.84894,439.04265,125.97854,28.69392,297.28781,195.63259,65.80579,570.11337,289.66724,50.80871,217.23758,35.77848,16.46974,160.31916,7.03907,4.39066
428.64518,3478.14219,2783.05463,80.01555,889.20384,518.04859,58.25982,1099.36183,624.6532,56.81962,495.45879,229.52885,46.32653,619.99307,328.81426,53.03515,477.3852,211.79026,44.36465,326.44868,103.25383,31.62942,329.08079,120.18138,36.52033,435.74508,204.5059,46.93246,426.60658,131.95478,30.93126,332.06744,149.7473,45.09545,491.65102,244.29416,49.68853,257.05222,40.01658,15.56749,270.44153,16.46443,6.08798
432.57087,3189.11299,2670.42744,83.73574,823.50037,570.94118,69.33102,939.65685,601.13617,63.97401,485.88879,168.33664,34.6451,637.61014,266.0297,41.72294,515.80496,164.22698,31.83897,398.18537,73.17925,18.37819,404.4834,64.13998,15.85726,514.69266,145.16358,28.20393,473.17417,108.32853,22.89401,423.59611,108.75376,25.67393,504.34231,166.3075,32.97512,327.80633,52.16836,15.91439,402.31306,15.2656,3.79446
436.49655,2989.93845,2598.0336,86.89254,790.35308,622.28399,78.73494,837.81807,592.77203,70.75188,504.46159,127.9066,25.35507,590.09572,182.11148,30.86135,504.38938,82.51888,16.36015,443.53502,48.53981,10.94385,440.02074,34.13534,7.75767,521.77162,96.69205,18.53149,482.09163,90.83532,18.84192,483.17362,68.82668,14.24471,503.70078,90.30735,17.92877,370.92065,75.77227,20.42816,491.25203,24.2428,4.9349
440.42224,2730.58227,2401.31706,87.94158,703.25837,560.33851,79.67747,696.51407,479.11781,68.78796,468.00707,86.839,18.55506,541.3229,194.0728,35.85158,482.20753,109.57679,22.72399,410.84292,26.33585,6.4102,443.0615,22.83365,5.15361,528.89487,90.3988,17.09202,459.55642,59.33002,12.91028,498.58024,63.89081,12.81455,433.45533,62.46231,14.41032,350.40808,57.45177,16.39567,501.14898,16.28313,3.24916
444.34793,2399.0201,2022.41178,84.30158,598.12264,367.83439,61.49816,542.16337,255.07636,47.04788,336.61637,51.94961,15.43288,425.43568,130.18399,30.60016,362.85662,121.56353,33.50181,316.21879,27.51563,8.70145,312.84731,29.03553,9.28106,418.98093,52.71038,12.58062,337.64409,61.97568,18.35533,362.51449,30.35912,8.3746,284.23192,44.11363,15.5203,276.67773,14.71456,5.3183,379.50167,23.91384,6.30138
448.27361,2017.10017,1589.95563,78.82383,471.87825,150.13658,31.8168,382.92618,173.33748,45.26655,170.97587,23.26376,13.60646,223.7746,107.19412,47.90272,166.0093,87.29765,52.586,191.32414,42.36368,22.14236,108.05725,73.52342,68.04117,173.31278,60.17164,34.71853,137.91685,52.82735,38.30377,151.5715,30.96841,20.43155,113.74735,58.70431,51.60938,170.37647,7.65556,4.49332,249.65412,29.48935,11.81208
452.1993,1681.31779,1302.228,77.45282,313.90222,41.30877,13.15976,230.27968,219.67999,95.39704,87.94833,40.01214,45.49505,191.70923,82.95397,43.27073,156.88871,120.70514,76.9368,130.88061,20.10268,15.35956,109.35481,40.87405,37.37746,166.17425,40.26052,24.22789,111.34772,32.26221,28.97429,140.25185,25.0252,17.84305,86.12689,24.79944,28.79407,119.45504,30.86948,25.84192,250.12763,29.93909,11.96952
456.12499,1577.051,1213.46102,76.94494,229.94057,69.19497,30.09255,182.00696,171.92582,94.46112,57.29429,64.25359,112.14658,216.86748,67.58366,31.16358,185.14189,127.65473,68.94967,120.98901,64.42328,53.24722,165.23292,75.6793,45.80159,232.5454,57.94742,24.91876,170.33069,46.77691,27.46241,183.93957,72.26209,39.28578,133.62379,40.96472,30.65675,104.12163,62.43831,59.96671,272.67274,32.5326,11.93101
460.05067,1747.78896,1260.4805,72.11858,285.03829,122.70901,43.05001,284.55622,169.92523,59.71587,53.19719,2.88483,5.4229,135.61801,134.10281,98.88274,80.95559,76.22794,94.1602,86.73617,17.37446,20.03139,101.54114,32.89415,32.3949,111.64289,20.17823,18.0739,103.96879,26.27209,25.26921,102.23017,55.18358,53.97974,146.08395,76.25066,52.19647,100.94994,49.06208,48.60041,181.72478,49.92491,27.47282
463.97636,1862.10976,1315.88695,70.66645,279.87143,186.81767,66.75125,327.88387,252.49986,77.00893,70.1886,30.23214,43.07272,205.83924,125.4759,60.9582,130.86318,92.64713,70.79694,83.41317,43.37024,51.99448,127.60295,58.32725,45.70996,173.63346,27.02606,15.56501,126.92339,13.40633,10.56253,132.34419,80.73969,61.00735,156.76137,128.22117,81.79386,87.44209,37.45794,42.83742,138.63371,16.77053,12.09701
467.90205,1791.65893,1226.10956,68.43432,239.65058,222.65271,92.90723,328.37802,285.66394,86.99241,106.12622,56.01014,52.77692,299.62333,140.77595,46.98431,201.12842,124.71462,62.00746,112.7739,70.42723,62.44994,181.33487,55.80881,30.77666,273.01168,79.75847,29.21431,173.73585,26.95396,15.51433,177.28604,97.41815,54.9497,189.74693,157.53203,83.02218,86.67258,48.39767,55.83965,107.88747,27.58932,25.57231
471.82773,1653.825,1023.03103,61.85848,264.31768,225.18897,85.19633,425.1576,253.58488,59.64491,190.00516,118.94953,62.60331,298.53514,306.38899,102.6308,171.86758,115.01517,66.92081,138.65331,30.26926,21.83089,191.76848,51.92162,27.07516,219.4437,57.84601,26.3603,141.65963,65.21164,46.03403,135.52697,84.65763,62.46553,265.21679,179.99191,67.86595,136.23035,24.06572,17.66546,34.65102,26.01075,75.06487
475.75342,1512.97,942.62258,62.30279,235.13875,163.97444,69.73518,570.30403,297.24157,52.11984,323.97541,216.94837,66.96446,482.45531,323.32524,67.01662,321.14255,206.49557,64.30028,191.73738,28.20211,14.70872,325.60975,71.33859,21.90923,374.0106,133.25694,35.62919,262.14254,61.40051,23.42256,247.44807,142.8344,57.72298,404.08824,236.43326,58.5103,176.3316,24.60829,13.95569,121.76259,19.20678,15.77396
479.67911,1625.40515,1116.73798,68.70521,298.78294,19.54082,6.54014,905.2999,692.04685,76.44393,547.47715,366.34805,66.91568,664.86271,406.48596,61.13833,492.52876,275.86632,56.0102,273.42916,54.96347,20.10154,463.29039,80.63346,17.40452,549.28575,211.53854,38.51157,397.25421,97.58589,24.5651,355.98577,223.93345,62.90517,594.76354,349.344,58.73662,250.06655,51.01507,20.4006,222.84873,28.74,12.89664
483.60479,1885.69401,1411.41524,74.84858,406.44661,142.25218,34.99898,1284.27892,1171.80885,91.24255,746.39151,515.94134,69.12476,773.87604,498.61687,64.4311,608.62707,326.11628,53.58228,328.69264,91.22631,27.75429,525.08757,64.45039,12.27422,644.55285,295.00264,45.76857,450.05953,154.43413,34.31416,372.10373,285.6154,76.75693,730.74115,435.68607,59.62249,295.04597,75.51423,25.59406,288.79401,26.35549,9.12605
487.53048,2072.48761,1615.83264,77.96585,459.47353,234.18304,50.96769,1491.64553,1453.4758,97.4411,825.78471,563.9879,68.29721,880.6365,542.71422,61.6275,732.74224,414.71983,56.59832,358.28876,68.13234,19.01604,598.12,84.09432,14.05977,752.52232,361.79565,48.07773,501.81072,150.48555,29.98851,408.13664,366.2843,89.74551,818.32941,476.13177,58.18339,316.4286,67.90197,21.45886,321.59617,5.83253,1.81362
491.45617,2135.04069,1633.80891,76.52355,494.48818,232.75701,47.07029,1498.33254,1415.21916,94.45294,759.53372,537.43852,70.75901,835.03266,583.65948,69.89661,707.89739,472.69412,66.77438,344.23756,95.31723,27.68937,599.3365,118.64428,19.79594,699.33841,292.55141,41.8326,474.61609,149.04805,31.40392,407.07244,396.74388,97.46272,842.83996,497.23167,58.99479,336.31845,67.97486,20.21146,269.12486,18.0218,6.69645
495.38185,2051.37124,1535.22998,74.83921,481.3767,188.81127,39.22318,1305.49139,1142.06955,87.48197,612.20408,429.47712,70.15261,777.53472,589.59249,75.82845,653.42219,513.86632,78.64231,312.43219,94.54807,30.26195,549.95893,110.93545,20.17159,634.24502,256.91672,40.50749,435.22345,131.27878,30.16354,399.18459,401.11548,100.48371,803.37254,509.11449,63.37215,326.55673,58.58941,17.94157,237.81039,17.44852,7.33716
499.30754,1932.99556,1442.81686,74.6415,471.01779,178.82982,37.96668,1058.66158,813.90181,76.88026,536.79901,321.14626,59.82617,787.29253,577.75581,73.38515,670.73854,500.04419,74.55128,326.14645,91.06124,27.92035,543.43977,114.25598,21.02459,639.36682,246.23651,38.51256,453.19809,167.89788,37.04735,428.17912,416.32456,97.2314,818.04203,541.45959,66.1897,344.6314,58.46582,16.96474,257.53105,7.62825,2.96207
503.23323,1779.45464,1368.39863,76.89989,446.75046,227.78406,50.98687,820.00481,539.72858,65.82017,521.4403,251.964,48.32078,806.887,536.82868,66.53084,704.22915,448.70339,63.71554,358.21385,104.28691,29.11303,592.1567,147.9814,24.99024,662.09034,250.16327,37.78386,504.70872,170.69127,33.81976,484.93229,397.43977,81.95779,863.04105,570.35925,66.08715,360.51177,77.06555,21.37671,329.41156,17.72424,5.38058
507.15891,1562.1808,1213.57154,77.68445,396.8547,239.11927,60.25361,609.29284,316.36347,51.92306,461.5214,177.67138,38.49689,811.04573,445.1761,54.88915,701.20796,395.79619,56.44491,352.24608,85.69673,24.32865,602.97218,168.25797,27.90476,666.71544,247.98479,37.195,531.80562,124.11198,23.33785,511.03864,346.49153,67.80144,816.01956,539.75631,66.14502,325.54482,66.65204,20.474,365.08535,8.23785,2.25642
511.0846,1355.86452,948.9931,69.99173,379.87504,168.12366,44.25762,494.85035,156.39098,31.60369,323.80726,123.90578,38.26529,648.1649,404.98606,62.48195,502.90614,300.58454,59.76951,259.59208,60.86398,23.44601,408.79076,108.3533,26.50581,470.92743,166.79859,35.41917,394.04463,146.92427,37.2862,371.94503,274.07015,73.68566,640.69606,501.86254,78.33083,243.88689,37.29737,15.2929,259.36146,6.26097,2.41399
515.01029,1169.60832,691.64461,59.13472,363.24807,116.70238,32.12746,446.57894,153.77032,34.43295,218.64903,100.64972,46.03255,466.60739,386.95334,82.92911,290.57538,224.85741,77.3835,168.28118,49.68737,29.5264,212.61367,50.04845,23.53962,289.34003,143.08668,49.45278,243.41104,135.33055,55.59754,212.12856,234.66322,110.62311,491.49945,481.82778,98.03221,184.94893,18.72489,10.12435,141.45319,15.61557,11.03939
518.93597,970.80864,542.82399,55.91462,299.41539,104.14354,34.78229,389.4858,139.63474,35.85105,227.00469,69.04852,30.41722,479.61836,285.16424,59.45649,312.24467,216.18788,69.23669,183.24747,31.22262,17.0385,248.38881,74.94255,30.17147,365.82974,160.25858,43.80688,279.46951,68.12226,24.37556,263.2154,238.95188,90.78188,481.2874,436.88242,90.77371,186.79468,31.05238,16.62381,167.87846,30.94862,18.43513
522.86166,851.4973,466.74581,54.81471,293.39873,86.71697,29.55602,387.33042,111.74151,28.84914,316.6016,65.38207,20.65121,494.83294,223.18573,45.10325,379.14113,177.78246,46.89084,254.19155,22.35328,8.79387,356.58917,88.08592,24.70235,446.24834,150.75884,33.78362,352.88887,24.19105,6.85515,378.6863,240.2658,63.44719,553.49675,434.61201,78.52115,248.62766,35.4124,14.24315,198.90327,28.27155,14.21372
526.78735,736.87541,367.97441,49.93713,276.18912,81.5737,29.53545,364.20265,122.69302,33.68812,320.42878,48.53023,15.1454,450.9009,181.4254,40.2362,371.73941,179.45727,48.27502,256.25147,18.8072,7.33935,369.71281,78.27441,21.17168,428.42623,144.15317,33.64714,343.71069,14.76862,4.29682,383.93376,214.44823,55.85553,554.24042,423.39812,76.3925,252.45247,30.12357,11.93237,195.48066,34.1614,17.47559
530.71303,626.98454,229.35625,36.58085,244.6094,116.61516,47.67403,341.80468,153.64986,44.95253,222.20115,19.45431,8.75527,378.00248,151.33274,40.03485,298.47096,201.86993,67.6347,197.05492,27.51627,13.96376,277.17902,44.02845,15.88448,343.34668,125.64193,36.59331,254.447,13.7842,5.41732,278.19215,178.74735,64.2532,428.04286,336.92124,78.71204,185.01577,16.24048,8.77789,141.16966,31.30218,22.17345
534.63872,615.79436,169.2375,27.48279,279.18344,149.89253,53.68962,425.78465,116.79882,27.43143,174.27437,50.61271,29.04197,241.44959,122.5549,50.75797,180.61447,166.26378,92.05452,146.72583,12.90059,8.79231,155.85704,21.85455,14.02218,198.62025,70.47017,35.47985,153.27814,42.54871,27.75915,168.01929,132.91821,79.1089,269.69614,222.604,82.53881,139.29236,17.78088,12.76515,49.64598,9.88939,19.91981
538.56441,612.78045,227.57276,37.13773,295.28907,105.98064,35.89047,516.71009,92.0641,17.81736,235.7485,50.23754,21.3098,220.37005,55.90249,25.36755,240.36148,196.58047,81.78535,161.66951,19.13986,11.83888,190.35875,31.15504,16.36648,252.76002,93.64949,37.05075,199.63366,30.42904,15.24244,211.05186,102.05023,48.35315,206.65001,92.08174,44.55927,153.59668,39.25233,25.55545,75.10005,21.29587,28.35667
542.49009,556.52587,273.58942,49.16023,300.2354,30.5834,10.18647,551.26349,187.33469,33.98279,307.303,40.10918,13.052,246.47758,134.17686,54.43775,359.36646,238.74089,66.43383,217.06578,36.23484,16.69302,288.97733,79.94974,27.66644,361.97035,123.67954,34.16842,277.43199,72.8134,26.2455,276.61489,56.08791,20.27653,177.8722,120.89243,67.96589,191.95494,57.05926,29.72534,155.16149,47.22624,30.43683
546.41578,485.59047,244.48537,50.34806,363.74052,39.21245,10.78034,562.46587,142.52645,25.33957,338.09259,90.76956,26.84754,157.54834,95.32554,60.50559,325.21356,180.27036,55.43138,253.39234,31.93812,12.60422,246.70197,29.85436,12.10139,237.3224,34.99949,14.74766,224.42561,60.79529,27.08928,218.78427,60.3118,27.56679,146.84231,125.70747,85.60711,242.22465,8.3007,3.42686,149.98657,5.67398,3.78299
550.34147,309.49863,165.23048,53.3865,311.00736,70.81478,22.76949,432.29069,53.51345,12.37904,366.35353,44.31016,12.09492,205.97827,128.2685,62.27283,408.62593,140.37153,34.35209,320.03949,37.40389,11.68727,315.79531,38.23578,12.10777,283.18173,61.26335,21.63393,291.07817,76.50963,26.28491,318.55801,81.84669,25.69287,210.66947,115.47599,54.81382,300.90769,5.50077,1.82806,224.24302,8.3507,3.72395
554.26715,62.79386,95.37807,151.89076,114.38975,70.96211,62.03537,180.98558,74.01184,40.89378,295.54265,101.47387,34.33476,324.45633,253.81799,78.22871,500.66773,105.2984,21.03159,345.87131,82.89729,23.96767,421.26161,145.03914,34.42971,448.3556,193.30093,43.11331,388.82335,163.19384,41.9712,467.25534,58.05472,12.42462,241.64857,153.68024,63.59659,274.19679,32.98777,12.03069,359.2457,71.35829,19.86337
558.19284,40.42792,195.79009,484.29422,95.25407,154.07968,161.75653,121.0107,243.11925,200.90724,132.9889,70.6139,53.09759,205.88694,81.79704,39.7291,275.6973,43.55625,15.79858,258.91075,122.93708,47.48242,205.78168,54.81319,26.63657,216.07134,70.6778,32.7104,185.00425,59.99543,32.42921,247.25996,36.44379,14.73906,136.26517,42.12328,30.91272,217.54937,16.278,7.48244,220.57005,36.19341,16.40903
562.11853,93.47653,251.57821,269.13517,115.02423,221.94123,192.95172,124.69951,330.24319,264.8312,20.0315,43.20248,215.67274,108.25743,142.21696,131.36923,93.2058,92.74862,99.5095,187.08712,175.38253,93.74377,19.8402,53.32906,268.79291,-3.8484,75.44551,-1960.43685,14.34057,9.29065,64.78581,46.313,80.86924,174.61456,34.98885,65.74867,187.91321,163.79086,62.88699,38.39469,105.43499,17.69463,16.78251
566.04421,115.44476,145.81264,126.30511,65.45172,141.3748,215.9986,94.7749,221.54529,233.75945,118.8941,95.50427,80.32718,237.90603,28.42309,11.94719,269.17393,58.04485,21.56407,272.24575,158.05216,58.05496,192.73582,62.15972,32.25126,222.26241,39.10088,17.59221,169.62685,70.90453,41.8003,248.51548,18.09579,7.28155,172.5521,61.73213,35.77594,204.76826,29.30562,14.3116,239.55731,52.84946,22.0613
569.9699,187.6131,167.83462,89.45783,68.57574,29.42444,42.90794,109.49521,117.19359,107.03079,257.99148,120.36015,46.65276,351.65058,132.72175,37.74251,445.66096,24.42808,5.48131,362.37726,120.46556,33.24313,370.58951,166.39004,44.89875,461.58287,121.89779,26.40865,347.52417,103.79934,29.86824,459.41171,55.54985,12.09152,352.94032,156.74331,44.41071,276.3371,26.46703,9.57781,362.79932,57.81147,15.93483
573.89559,313.63461,273.87287,87.32227,137.80359,17.87914,12.97436,159.02905,119.28677,75.00942,218.27214,57.98529,26.56559,281.39723,29.11623,10.34702,331.56578,17.20635,5.18942,296.90366,98.58408,33.20407,260.89275,94.78389,36.3306,355.15129,65.97107,18.57548,267.14497,71.83964,26.89163,342.53487,8.49074,2.4788,295.21244,96.35749,32.64005,256.89086,16.24313,6.32297,298.45609,19.36732,6.48917
577.82127,441.90456,367.52957,83.16944,172.85695,66.21196,38.30448,189.62818,170.87206,90.109,124.26907,34.67164,27.90046,201.59175,149.9599,74.38792,187.95086,15.98145,8.503,190.4449,72.54751,38.0937,108.92221,33.17995,30.46206,201.36231,51.72653,25.68829,131.8981,64.3138,48.76022,177.67957,16.23416,9.13676,191.1434,129.91403,67.96679,213.30892,38.45388,18.02732,201.23974,20.86961,10.37052
