file,record_group,sample_type,concentration_molar,concentration_label,replicate,accumulation,instrument,acquisition,analyte,matrix,provenance_status,source_record_group,source_axis_status,blank_replication_design,intensity_column,baseline_lambda,analysis_lineage
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-13,100 fM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-13,100 fM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-13,100 fM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-13,100 fM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100fM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-13,100 fM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100nM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-07,100 nM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100pM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-10,100 pM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep2_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,2,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,3,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,3,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,3,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,3,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_100uM_rep3_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,0.0001,100 µM,3,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,1,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,1,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,1,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,1,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep1_acc5.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,1,5,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc1.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,2,1,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc2.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,2,2,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc3.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,2,3,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
data/quarantine/legacy_snapshot/Optimisation/750_5_5_H/4ATP_10fM_rep2_acc4.csv,optimisation_750_5_5_h_confirmed_blank_reanalysis,4atp,1e-14,10 fM,2,4,portable_raman,750_5_5_H,4-ATP,AuAgBC substrate,raw_unverified,optimisation_750_5_5_h,prepared_axis_differs_from_vendor_original_approx_0.39937_cm-1,,1,3000,controlled_legacy_confirmed_blank
