type,concentration_M,concentration_label,Raman_shift_cm-1,intensity_mean_of_replicate_means,intensity_sd_across_replicates,n_replicates,cv_percent
blank,0.0,Blank,495.3818527522434,237.81039068825575,17.448521946430965,3,7.337157092224843
blank,0.0,Blank,499.30753944439164,257.5310506605263,7.628253276894571,3,2.9620712754168133
blank,0.0,Blank,503.2332261365399,329.41156192959556,17.724240009761772,3,5.380576172232211
blank,0.0,Blank,507.15891282868824,365.08535131696743,8.237851825943054,3,2.256418066686807
blank,0.0,Blank,511.0845995208365,259.36145879542556,6.260968233864387,3,2.4139932983654293
blank,0.0,Blank,515.0102862129849,141.45318611482736,15.615571428757534,3,11.039391799970693
blank,0.0,Blank,518.9359729051331,167.8784578447187,30.948619185653026,3,18.435134312634286
blank,0.0,Blank,522.8616595972813,198.9032685734896,28.271551876025548,3,14.213719100136325
blank,0.0,Blank,526.7873462894297,195.48066148978833,34.16140021994445,3,17.475590659247384
blank,0.0,Blank,530.713032981578,141.16966087707834,31.302184766062968,3,22.173450422409772
blank,0.0,Blank,534.6387196737262,49.645981489748436,9.889387430246629,3,19.919814521722614
blank,0.0,Blank,538.5644063658746,75.10004754922403,21.29587086618264,3,28.356667620249304
blank,0.0,Blank,542.4900930580228,155.1614910824105,47.22624098085836,3,30.436831105067952
blank,0.0,Blank,546.415779750171,149.98657427728415,5.673979475333497,3,3.7829915795288858
blank,0.0,Blank,550.3414664423194,224.24302283211588,8.350697184276504,3,3.7239496144896442
blank,0.0,Blank,554.2671531344677,359.24569602133266,71.3582929145575,3,19.863367523913247
blank,0.0,Blank,558.192839826616,220.57005284232318,36.193405960159716,3,16.409029917598538
blank,0.0,Blank,562.1185265187643,105.43498757957632,17.694632930326907,3,16.782505823289455
blank,0.0,Blank,566.0442132109125,239.55730927183734,52.84946361567383,3,22.061302899216894
blank,0.0,Blank,569.9698999030609,362.7993195257333,57.81147094601657,3,15.934834448308829
blank,0.0,Blank,573.8955865952091,298.45609265394415,19.367322262786555,3,6.489169676707758
blank,0.0,Blank,577.8212732873574,201.2397352953152,20.86960914581761,3,10.370521067915282
blank,0.0,Blank,581.7469599795057,265.8049383434256,17.956880006964578,3,6.7556607935417325
blank,0.0,Blank,585.672646671654,284.71774093762605,19.196914581543165,3,6.742437095182169
blank,0.0,Blank,589.5983333638023,219.90309886878893,19.0041733072357,3,8.642067076360323
blank,0.0,Blank,593.5240200559506,169.03497463159738,11.188104780825329,3,6.618810577638858
blank,0.0,Blank,597.4497067480988,214.71208762544134,11.235110172949106,3,5.232639809524097
blank,0.0,Blank,601.3753934402472,272.1914886368297,44.13683204009515,3,16.215360833337638
blank,0.0,Blank,605.3010801323954,181.15164316556323,23.980449874829013,3,13.237776625030182
blank,0.0,Blank,609.2267668245437,118.32068545997429,24.569327175948587,3,20.76503113587855
blank,0.0,Blank,613.152453516692,121.51495856613269,15.779862909942207,3,12.98594271531949
blank,0.0,Blank,617.0781402088403,185.32249745235274,19.37851554449357,3,10.456644935661886
blank,0.0,Blank,621.0038269009887,239.99394844775702,28.339332924716327,3,11.808353130572941
blank,0.0,Blank,624.9295135931369,242.74049968428972,29.08873838908923,3,11.983471413679334
blank,0.0,Blank,628.8552002852852,371.2352025723826,33.83803942665945,3,9.114986723292164
blank,0.0,Blank,632.7808869774335,452.0666075152031,32.742804593885694,3,7.242915988388845
blank,0.0,Blank,636.7065736695818,349.3901923555174,19.956231277439272,3,5.711731958730276
blank,0.0,Blank,640.63226036173,228.39157970830715,13.955400576036165,3,6.110295569503683
blank,0.0,Blank,644.5579470538784,189.19441400121332,22.98240217033093,3,12.147505671168252
blank,0.0,Blank,648.4836337460266,146.84229234696397,27.850411826684855,3,18.96620611239094
blank,0.0,Blank,652.409320438175,115.76445873563779,36.216163992510026,3,31.284354790803317
blank,0.0,Blank,656.3350071303232,125.83132459849367,46.69697743015084,3,37.11077315537521
blank,0.0,Blank,660.2606938224715,51.198027606649845,16.31240016471138,3,31.861383977598088
blank,0.0,Blank,664.1863805146198,10.275962437070875,12.65935868523335,3,123.19389801936502
blank,0.0,Blank,668.1120672067681,59.97915073242785,35.74307129165907,3,59.592493150014725
blank,0.0,Blank,672.0377538989163,120.28843023487178,17.158904721795896,3,14.264800603259934
blank,0.0,Blank,675.9634405910647,193.74550675144607,20.484966476105065,3,10.573131124214921
blank,0.0,Blank,679.8891272832129,208.5169234137298,12.667014816811346,3,6.074813789419878
blank,0.0,Blank,683.8148139753612,183.85731361975877,16.402929063000016,3,8.921553752777788
blank,0.0,Blank,687.7405006675095,200.14123933294184,9.19794105910957,3,4.595725043856893
blank,0.0,Blank,691.6661873596578,204.46920781665585,7.160378208470097,3,3.501934733806319
blank,0.0,Blank,695.5918740518061,249.2819272847714,9.841945165363244,3,3.9481182099976837
blank,0.0,Blank,699.5175607439544,327.781698870096,32.592602125472496,3,9.943386783894042
blank,0.0,Blank,703.4432474361026,299.8930306585623,25.210551498593027,3,8.406514630643764
blank,0.0,Blank,707.368934128251,300.6632141477599,22.0665553060105,3,7.339293358038129
blank,0.0,Blank,711.2946208203992,346.29184942919716,15.504953094805465,3,4.4774236299129555
blank,0.0,Blank,715.2203075125475,319.500629900107,15.552740837948916,3,4.867827910953269
blank,0.0,Blank,719.1459942046959,278.97986272249074,14.246451063286539,3,5.10662344022224
blank,0.0,Blank,723.0716808968441,175.34104788092114,11.59901618057141,3,6.615117407333288
blank,0.0,Blank,726.9973675889925,131.2017330742417,11.621840021012323,3,8.857992763278515
blank,0.0,Blank,730.9230542811407,244.31463958913574,1.646796398620046,3,0.6740473683400494
blank,0.0,Blank,734.848740973289,338.6784987595852,46.681848238429374,3,13.783528747588733
blank,0.0,Blank,738.7744276654373,412.9810057242947,45.59777929491766,3,11.041132319135919
blank,0.0,Blank,742.7001143575856,397.37743680414536,32.78425797430102,3,8.250155881512551
blank,0.0,Blank,746.6258010497338,288.38467672407006,35.91303120364738,3,12.453169014250157
blank,0.0,Blank,750.5514877418822,201.74223308008948,20.012057021661786,3,9.919617085688358
blank,0.0,Blank,754.4771744340304,75.8040960009815,5.230812915379375,3,6.900435716971874
blank,0.0,Blank,758.4028611261788,112.5900188977095,34.31973017283105,3,30.48203607107596
blank,0.0,Blank,762.328547818327,206.46715751909286,28.517086864914,3,13.811923991968024
blank,0.0,Blank,766.2542345104753,273.688258642497,46.22374879598414,3,16.889196864072833
blank,0.0,Blank,770.1799212026236,490.32593052713673,12.841162441000787,3,2.618903394971501
blank,0.0,Blank,774.1056078947719,501.139935132486,36.718281435573076,3,7.32695178760118
blank,0.0,Blank,778.0312945869201,404.54822218753105,37.268147538153656,3,9.212288052245539
blank,0.0,Blank,781.9569812790685,307.30844747969405,25.54529738778569,3,8.312591989347654
blank,0.0,Blank,785.8826679712167,166.0795886781503,23.859644409920545,3,14.366391800354668
blank,0.0,Blank,789.808354663365,112.17310456225819,16.58651278308538,3,14.786532696774522
blank,0.0,Blank,793.7340413555133,172.52126121744678,26.787028159736302,3,15.526798245448587
blank,0.0,Blank,797.6597280476616,259.2784742051046,70.63911276511149,3,27.244495703577684
blank,0.0,Blank,801.58541473981,179.12238990340634,6.3857641303286705,3,3.565028433225049
blank,0.0,Blank,805.5111014319582,151.46071912431782,15.977041018283078,3,10.54863670967338
blank,0.0,Blank,809.4367881241064,165.92072529300734,37.72600145754456,3,22.737365323664307
blank,0.0,Blank,813.3624748162548,131.5846067652991,42.58365651694977,3,32.36218700938486
blank,0.0,Blank,817.288161508403,84.42354107606123,52.49903049257508,3,62.18529787239815
blank,0.0,Blank,821.2138482005513,64.27086010299655,37.383803765485894,3,58.16602377123458
blank,0.0,Blank,825.1395348926997,120.8633884049612,43.21702292880163,3,35.75691820255774
blank,0.0,Blank,829.0652215848479,162.23468533141877,50.28989411296259,3,30.998238145085075
blank,0.0,Blank,832.9909082769963,114.15736017116747,45.464536696918955,3,39.82619835352663
blank,0.0,Blank,836.9165949691445,57.42789183919772,26.68443979927062,3,46.465992298635996
blank,0.0,Blank,840.8422816612928,113.00450858221653,46.37989587714077,3,41.042518089795536
blank,0.0,Blank,844.7679683534411,122.84261653593377,37.33710510688224,3,30.39426068880618
blank,0.0,Blank,848.6936550455894,112.93180415344439,34.50016840396169,3,30.549559234071126
blank,0.0,Blank,852.6193417377376,145.56160592652452,33.89558224353189,3,23.286073293696308
blank,0.0,Blank,856.545028429886,209.09415246608717,55.824209018063925,3,26.69812061201377
blank,0.0,Blank,860.4707151220342,186.71309607158832,65.73442965082016,3,35.20611624672363
blank,0.0,Blank,864.3964018141826,119.94188358872152,39.23203102767929,3,32.709200367575676
blank,0.0,Blank,868.3220885063308,232.63038681383128,39.75650714839431,3,17.089988841488076
blank,0.0,Blank,872.2477751984791,391.6245059509561,33.54049577361445,3,8.564452751027483
blank,0.0,Blank,876.1734618906274,494.36060931325716,27.901747068313885,3,5.644006933941136
blank,0.0,Blank,880.0991485827757,420.71220476073313,24.360413892507204,3,5.790279819992725
blank,0.0,Blank,884.0248352749239,381.6265864662069,28.67799506021441,3,7.514674311810258
blank,0.0,Blank,887.9505219670723,414.22042112236926,45.091302869429896,3,10.885823240498564
blank,0.0,Blank,891.8762086592205,234.7045958778596,26.2616319275907,3,11.189227816083017
blank,0.0,Blank,895.8018953513689,74.43494922726853,5.006389995672056,3,6.7258593545705185
blank,0.0,Blank,899.7275820435171,95.9994811568627,15.49073443766339,3,16.136268916236748
blank,0.0,Blank,903.6532687356654,214.69999700409087,39.64772263851613,3,18.466568789826617
blank,0.0,Blank,907.5789554278138,202.48157870426056,26.66407898529482,3,13.168644355662448
blank,0.0,Blank,911.504642119962,106.36218630703793,28.14962534090114,3,26.465820531030673
blank,0.0,Blank,915.4303288121102,50.40334539023647,39.013442096107816,3,77.40248547800763
blank,0.0,Blank,919.3560155042586,97.30724270040031,29.72774059316942,3,30.55038840705649
blank,0.0,Blank,923.2817021964069,191.6267205064113,34.5320177467822,3,18.020460641148873
blank,0.0,Blank,927.2073888885551,213.78284367560215,10.039647697446227,3,4.696189612240619
blank,0.0,Blank,931.1330755807033,311.45999623048743,41.94969153768275,3,13.46872537256407
blank,0.0,Blank,935.0587622728518,281.0570150119441,28.724123827909185,3,10.22003447474474
blank,0.0,Blank,938.9844489650001,248.23653980136808,17.38637076906884,3,7.00395307756905
blank,0.0,Blank,942.9101356571483,242.59495740636774,47.34503396620118,3,19.51608329883548
blank,0.0,Blank,946.8358223492966,106.26740222345938,11.597511204130482,3,10.91351718539539
blank,0.0,Blank,950.7615090414448,128.28798334384976,23.78744749709069,3,18.542225761966566
blank,0.0,Blank,954.6871957335933,191.3306393167418,16.461987389272945,3,8.603947307164248
blank,0.0,Blank,958.6128824257415,237.07398871622877,10.849130007272255,3,4.576263328600917
blank,0.0,Blank,962.5385691178898,255.77319447222416,8.986267313004234,3,3.5133733742298405
blank,0.0,Blank,966.464255810038,194.73081068398164,11.426371854069187,3,5.867778095276583
blank,0.0,Blank,970.3899425021863,189.50203286091974,31.578942331673662,3,16.66417075053239
blank,0.0,Blank,974.3156291943345,168.39847281272327,30.059825037187245,3,17.850414279360432
blank,0.0,Blank,978.241315886483,161.1658206678123,25.53033094521886,3,15.841033067328105
blank,0.0,Blank,982.1670025786312,155.96777772622875,11.360471468686969,3,7.28385800856128
blank,0.0,Blank,986.0926892707795,177.91854857747876,16.65235925707784,3,9.359540863063069
blank,0.0,Blank,990.0183759629277,179.5783427216597,14.9237195901609,3,8.310422829378794
blank,0.0,Blank,993.944062655076,157.2876906579634,15.625830535984154,3,9.934553982335443
blank,0.0,Blank,997.8697493472245,156.36867804113643,37.90137455692022,3,24.238469642206336
blank,0.0,Blank,1001.7954360393727,56.77204054412778,10.13856233752506,3,17.858372255696107
blank,0.0,Blank,1005.721122731521,76.87922394027142,40.283687552105036,3,52.39866570895931
blank,0.0,Blank,1009.6468094236692,136.68206998539657,14.728960938709287,3,10.776073950506431
blank,0.0,Blank,1013.5724961158174,244.3459293093508,24.625162491951485,3,10.077991706903019
blank,0.0,Blank,1017.4981828079659,376.8618516012566,22.64013807809895,3,6.007543077629845
blank,0.0,Blank,1021.4238695001142,322.18566922385077,11.77234555837046,3,3.6539010523746094
blank,0.0,Blank,1025.3495561922625,238.90081782369688,21.96388526885994,3,9.193725441772562
blank,0.0,Blank,1029.2752428844108,192.8558687671999,23.906547277901634,3,12.396069370727679
blank,0.0,Blank,1033.200929576559,230.5405915916349,20.926001434336378,3,9.076927099850328
blank,0.0,Blank,1037.1266162687073,242.3148881642368,16.822025369321235,3,6.942217003983494
blank,0.0,Blank,1041.0523029608557,182.3024853071488,8.942921645846745,3,4.9055401690105525
blank,0.0,Blank,1044.977989653004,163.3549281933907,17.32601273105473,3,10.606360593261694
blank,0.0,Blank,1048.9036763451522,179.14633523831245,13.641049374940835,3,7.614473026643051
blank,0.0,Blank,1052.8293630373005,156.7980908779666,12.657116260286493,3,8.072238755851512
blank,0.0,Blank,1056.7550497294487,98.98989190519463,19.888864694377354,3,20.09181373127013
blank,0.0,Blank,1060.6807364215972,50.688512896559395,47.92277621281304,3,94.54366181665179
blank,0.0,Blank,1064.6064231137454,-1.6573016929485582,12.7740313608673,3,-770.7728420973622
blank,0.0,Blank,1068.5321098058937,103.82592506150657,18.918168218450234,3,18.22104470270127
blank,0.0,Blank,1072.457796498042,244.41081357672377,23.7188197878181,3,9.704488701099327
blank,0.0,Blank,1076.3834831901902,303.3305745193734,28.667273577996024,3,9.450835486471899
blank,0.0,Blank,1080.3091698823384,383.6065517379273,36.75327158417509,3,9.580981194837419
blank,0.0,Blank,1084.234856574487,371.2951923082396,29.163968534415137,3,7.85465827152536
blank,0.0,Blank,1088.1605432666352,365.9858950325294,24.197370823317435,3,6.611558300946744
blank,0.0,Blank,1092.0862299587834,420.568099225564,24.57006915009446,3,5.842114319972888
blank,0.0,Blank,1096.0119166509317,408.0925219342944,34.43913982062293,3,8.439051923173407
blank,0.0,Blank,1099.93760334308,339.92699967140203,41.64006937828868,3,12.249709325396623
blank,0.0,Blank,1103.8632900352284,310.89299741347423,37.41547826362228,3,12.034841110898782
blank,0.0,Blank,1107.7889767273766,336.98373563456465,33.66352945909206,3,9.98966000412489
blank,0.0,Blank,1111.7146634195249,367.6033259015674,48.06856114208317,3,13.076204091514237
blank,0.0,Blank,1115.6403501116731,354.9779962616123,40.20153696686099,3,11.325078565498801
blank,0.0,Blank,1119.5660368038214,360.33693143775145,30.586017753395218,3,8.488171787264882
blank,0.0,Blank,1123.4917234959698,360.2640719656188,53.163835913737,3,14.756907516109628
blank,0.0,Blank,1127.417410188118,226.41649084512665,31.960296014656286,3,14.115710342193124
blank,0.0,Blank,1131.3430968802663,226.9164131009153,43.37358188311835,3,19.11434315852201
blank,0.0,Blank,1135.2687835724146,385.49300395532003,66.07279654792028,3,17.139817291101433
blank,0.0,Blank,1139.1944702645628,405.2644328682374,39.64418548031094,3,9.782300706659928
blank,0.0,Blank,1143.120156956711,406.6606700676821,62.21165908890125,3,15.298174539118113
blank,0.0,Blank,1147.0458436488595,398.70589757971715,59.37087882797224,3,14.89089556697657
blank,0.0,Blank,1150.9715303410078,368.7945498702816,46.111429739759494,3,12.503283943859406
blank,0.0,Blank,1154.897217033156,354.7196502724834,70.9221281265506,3,19.993853758051088
blank,0.0,Blank,1158.8229037253043,237.06233612719953,56.16229798869036,3,23.690940917141557
blank,0.0,Blank,1162.7485904174525,256.25340053721646,40.76104797328684,3,15.906539342632836
blank,0.0,Blank,1166.674277109601,348.9309440897716,30.117331998188384,3,8.631315883076256
blank,0.0,Blank,1170.5999638017493,354.2766513621411,4.681741480257837,3,1.3214930936761529
blank,0.0,Blank,1174.5256504938975,288.6639697138281,33.924442108497104,3,11.752226002479171
blank,0.0,Blank,1178.4513371860457,158.62073353197437,16.438604317308,3,10.36346507248647
blank,0.0,Blank,1182.377023878194,198.79741711801907,19.769588135087005,3,9.944590036273205
blank,0.0,Blank,1186.3027105703422,287.25199904982196,18.1080821002599,3,6.303901160012178
blank,0.0,Blank,1190.2283972624907,255.46094119920068,0.734635911734222,3,0.2875726943953343
blank,0.0,Blank,1194.154083954639,166.81495672935864,16.52491322013588,3,9.906134044650429
blank,0.0,Blank,1198.0797706467872,136.40498018060137,13.370247157099854,3,9.801876104081781
blank,0.0,Blank,1202.0054573389355,99.63294694211578,36.05065617678595,3,36.18346870511666
blank,0.0,Blank,1205.9311440310837,28.674344024557417,31.403696359379996,3,109.5184473356569
blank,0.0,Blank,1209.8568307232322,57.4403717453413,39.59463836490624,3,68.93172373682899
blank,0.0,Blank,1213.7825174153804,198.5274415136843,12.5393792878421,3,6.316194472781625
blank,0.0,Blank,1217.7082041075287,400.8300401290915,43.58985437228849,3,10.874897090609757
blank,0.0,Blank,1221.633890799677,358.6584558017307,36.636747420538455,3,10.214940377926442
blank,0.0,Blank,1225.5595774918252,190.21731033141086,30.528766114004195,3,16.049415303378378
blank,0.0,Blank,1229.4852641839736,199.70606219549202,27.22461003304236,3,13.632340317437246
blank,0.0,Blank,1233.410950876122,210.1061637433659,38.95891379242492,3,18.54248971011211
blank,0.0,Blank,1237.3366375682701,176.02264992375936,26.72398908188412,3,15.182130875463512
blank,0.0,Blank,1241.2623242604184,180.65621984762663,17.202820480775205,3,9.522406975682774
blank,0.0,Blank,1245.1880109525666,248.7278012569349,33.611439325747135,3,13.51334235895353
blank,0.0,Blank,1249.1136976447149,188.02161023742323,33.514950047001,3,17.825052133464972
blank,0.0,Blank,1253.0393843368633,43.838285094257124,25.874364367283054,3,59.02230051118636
blank,0.0,Blank,1256.9650710290116,93.6494800646738,32.17611510390546,3,34.35802855678944
blank,0.0,Blank,1260.8907577211598,140.90539604276563,24.872778512734357,3,17.65211213428996
blank,0.0,Blank,1264.816444413308,139.32585602765968,19.65830536355731,3,14.109588789933323
blank,0.0,Blank,1268.7421311054563,111.70703660353593,42.14707486459794,3,37.73000891088345
blank,0.0,Blank,1272.6678177976048,40.20894323765955,17.6956246840702,3,44.00917621604277
blank,0.0,Blank,1276.593504489753,102.91975788807456,20.93619319599901,3,20.34224878255851
blank,0.0,Blank,1280.5191911819013,223.38109697740617,29.51561195068717,3,13.213119798436892
blank,0.0,Blank,1284.4448778740496,238.26783947285153,33.88607005025822,3,14.221839642827344
blank,0.0,Blank,1288.3705645661978,153.02117717108865,1.705467727460539,3,1.1145305238069785
blank,0.0,Blank,1292.296251258346,171.38655886017136,20.84076282168397,3,12.160091759988752
blank,0.0,Blank,1296.2219379504945,232.88239953834247,55.81390060498301,3,23.96656025342681
blank,0.0,Blank,1300.1476246426428,189.67849027959969,16.368585107181705,3,8.629647506711613
blank,0.0,Blank,1304.073311334791,194.71748232672232,8.571845705770963,3,4.4021962503541445
blank,0.0,Blank,1307.9989980269393,247.57861146361265,15.936812307025638,3,6.4370715276298895
blank,0.0,Blank,1311.9246847190875,233.4963904554099,35.05483690523831,3,15.013010195518474
blank,0.0,Blank,1315.850371411236,114.23127557412697,12.381483177046032,3,10.838960796696558
blank,0.0,Blank,1319.7760581033842,169.9774988652554,17.102095239231698,3,10.061387744497214
blank,0.0,Blank,1323.7017447955325,321.0979405933674,25.61414905037332,3,7.97705180015795
blank,0.0,Blank,1327.6274314876807,343.7913279116219,32.083440902756216,3,9.332242641967941
blank,0.0,Blank,1331.553118179829,362.1972722855801,8.761732372435606,3,2.419049794921504
blank,0.0,Blank,1335.4788048719774,290.6413164960544,14.876216751206806,3,5.1184108751478075
blank,0.0,Blank,1339.4044915641257,213.94193992667496,12.454429780670742,3,5.821406398829183
blank,0.0,Blank,1343.330178256274,138.6796004335535,13.875014705207798,3,10.005087022049668
blank,0.0,Blank,1347.2558649484222,78.55104416380736,17.270408145397575,3,21.986223517770842
blank,0.0,Blank,1351.1815516405704,73.56451804989233,14.701288815119781,3,19.98421141717967
blank,0.0,Blank,1355.1072383327187,159.0071337456699,10.540524085487224,3,6.628963013915258
blank,0.0,Blank,1359.0329250248672,279.0749277368098,45.495799345963924,3,16.302359984437633
blank,0.0,Blank,1362.9586117170154,224.88228697709008,13.476085946417154,3,5.992506625383987
blank,0.0,Blank,1366.8842984091636,209.50586075870015,2.4315227100370747,3,1.1605988974397226
blank,0.0,Blank,1370.809985101312,275.2664530248759,27.919712810882586,3,10.142795282198618
blank,0.0,Blank,1374.7356717934601,324.03727195838286,31.125075515492934,3,9.605399813232111
blank,0.0,Blank,1378.6613584856086,302.42432014210266,10.579733492163285,3,3.498307770748099
blank,0.0,Blank,1382.5870451777569,224.0528304896521,12.859803020035859,3,5.739629797102603
blank,0.0,Blank,1386.512731869905,184.3892140072851,25.28373560758114,3,13.712155422812419
blank,0.0,Blank,1390.4384185620534,115.07528954202768,22.463767447941475,3,19.52093063362424
blank,0.0,Blank,1394.3641052542016,73.05620055062504,19.803629010738206,3,27.107389737596712
blank,0.0,Blank,1398.28979194635,138.95558207490737,17.573256238607097,3,12.646671674646225
blank,0.0,Blank,1402.2154786384983,209.60584684934236,32.43571160259395,3,15.47462157670995
blank,0.0,Blank,1406.1411653306466,155.7087196377209,34.5000216834772,3,22.15676923151545
blank,0.0,Blank,1410.0668520227948,31.585215991411314,15.867563815007639,3,50.23731298631095
blank,0.0,Blank,1413.992538714943,30.438364985161424,20.750265274545093,3,68.17141881523781
blank,0.0,Blank,1417.9182254070913,169.16037074508907,62.994869431298895,3,37.23973242304313
blank,0.0,Blank,1421.8439120992398,168.19007211681364,23.677561242668265,3,14.077859022632088
blank,0.0,Blank,1425.769598791388,160.27242345142113,14.760572068474689,3,9.209676718308716
blank,0.0,Blank,1429.6952854835363,220.43282234373063,47.46534730568211,3,21.53279479934585
blank,0.0,Blank,1433.6209721756845,133.0760972233122,20.872477158483743,3,15.684617744280613
blank,0.0,Blank,1437.5466588678328,132.40738241514373,27.839085626033015,3,21.025327378459675
blank,0.0,Blank,1441.4723455599812,152.7702524819535,64.87380214342119,3,42.46494398579634
blank,0.0,Blank,1445.3980322521295,85.24814300163492,9.549738161697027,3,11.202282918366771
blank,0.0,Blank,1449.3237189442777,106.81077479568755,13.644962885614758,3,12.774893648805989
blank,0.0,Blank,1453.249405636426,200.35212858805485,21.2256440934863,3,10.594169497010169
blank,0.0,Blank,1457.1750923285742,278.18401490152945,21.735182020298353,3,7.813239027408564
blank,0.0,Blank,1461.1007790207225,313.2684260973208,25.73189919112371,3,8.214009790801505
blank,0.0,Blank,1465.026465712871,282.87550698910894,12.680600519357489,3,4.482749550969681
blank,0.0,Blank,1468.9521524050192,173.3929964640541,14.34663586324573,3,8.274057289401487
blank,0.0,Blank,1472.8778390971675,132.87154446345758,1.4830590350648374,3,1.1161600032975527
blank,0.0,Blank,1476.8035257893157,192.601498255769,8.558085366959492,3,4.4434157804912875
blank,0.0,Blank,1480.729212481464,231.14374281397627,10.669124429195051,3,4.615796343568568
blank,0.0,Blank,1484.6548991736124,179.64398979760026,9.154454692251637,3,5.095886983230388
blank,0.0,Blank,1488.5805858657607,126.71607068885703,12.469750089879167,3,9.840701358628628
blank,0.0,Blank,1492.506272557909,235.1442397326321,9.380904176525888,3,3.989425463788665
blank,0.0,Blank,1496.4319592500572,311.63528533983316,33.12383283155963,3,10.629037977980778
blank,0.0,Blank,1500.3576459422054,185.75372364214513,5.094772850317343,3,2.742756780549084
blank,0.0,Blank,1504.2833326343539,89.22160830311695,16.614870977720386,3,18.622025867628242
blank,0.0,Blank,1508.2090193265021,138.81907372662536,10.592066754682204,3,7.630123491200514
blank,0.0,Blank,1512.1347060186504,184.5901878816101,11.719786422116082,3,6.349084182975509
blank,0.0,Blank,1516.0603927107986,154.14905770292782,23.79855524043681,3,15.438664105427607
blank,0.0,Blank,1519.9860794029469,137.0260505280024,33.46239132114718,3,24.42045960764874
blank,0.0,Blank,1523.9117660950951,84.625026258131,20.364488877410647,3,24.064381162249827
blank,0.0,Blank,1527.8374527872436,121.0734822421606,23.480898855128252,3,19.3939237728075
blank,0.0,Blank,1531.7631394793918,258.0801181923694,31.845506901814247,3,12.339387909795143
blank,0.0,Blank,1535.68882617154,249.94102311275046,17.457921844350494,3,6.984816508682963
