Raman_shift_cm-1,1mM,100µM,10µM,1µM,100nM,10nM,1nM,100pM,10pM,1pM,100fM,10fM,1fM,Blank
577.8212732873574,441.90456377808977,172.85695438717696,189.62818010040363,124.2690720268427,201.59174593276893,187.95085753462132,190.44489601361366,108.9222139212814,201.36230618536723,131.89810012984222,177.67956727020234,191.14339821335804,213.3089194997841,201.2397352953152
581.7469599795057,484.4100480233653,87.45887140250558,138.85002196211946,101.71225788297524,280.8556283415003,252.51990382455568,163.5037707231437,164.32115735171328,286.2963979133693,192.78001286588142,239.1455917172831,245.81879004279833,176.44199542315638,265.8049383434256
585.672646671654,532.5511691659282,59.26951364947139,139.1424719150368,138.7284210878628,351.778063362684,327.38161868542386,188.6953311807172,231.51415198628547,365.62416515430345,248.0696212059423,303.0884992355657,340.6923655438564,188.4683463507155,284.7177409376261
589.5983333638023,529.9793673483796,80.03468897725163,156.76037614647822,106.95865114710259,331.37159052159944,250.08572139697813,164.5077849355387,165.44862777086806,276.6517944364326,182.9062866302227,225.24340589677874,276.78010335918015,174.00431720135188,219.90309886878893
593.5240200559506,511.5593435373991,114.26342428202949,191.15309095130036,89.31660902697216,313.36578874259857,167.62631645298487,142.93291786404168,115.3213978942728,205.90820403399044,132.33092330556778,158.46681771195952,234.92667853639855,165.4797255199032,169.03497463159738
597.4497067480988,529.0857948423952,128.48864458252106,231.8740661903665,151.83795859595043,402.9694892084803,241.4040197729243,160.6577160789073,182.4827997816222,310.0707692696235,179.7714202849256,217.51556510782228,350.6641783511904,167.38926504956515,214.71208762544128
601.3753934402472,579.94599700153,132.81683961367054,268.22246345460434,183.64025058043484,485.65106969251883,305.5558388601335,162.38304469446882,240.70578219786495,401.09846218050785,237.12844766718476,263.3350187807458,444.59804638984554,141.96465949681433,272.1914886368297
605.3010801323954,689.9834314496788,204.14953480710747,362.8518028389001,149.2486763899647,402.2469793946704,202.86007449487093,143.50850292566972,175.74860104289291,289.0816402709699,186.14573373974753,173.55175767720993,404.67663203245655,139.5170010652374,181.15164316556326
609.2267668245437,700.3595565025058,199.1248674334113,382.2300718005574,74.30656077825026,327.524451395909,128.41501313371336,106.77784956614211,107.05668003768157,179.70752895454103,122.80162149042225,98.98184762449607,289.18518101051694,107.96942157106888,118.32068545997429
613.152453516692,652.5610350862013,162.70330562805236,374.5100555528141,89.89505397323971,309.83346720833185,152.26552374352744,125.57438447008514,123.05400796700356,197.9966432684567,131.4615521958073,129.6811943473362,278.0393564820581,128.09298181345196,121.51495856613269
617.0781402088403,592.4851550022253,128.899097131509,358.74152949038285,148.05305099464235,319.99100997668717,202.39394071127379,172.63994495738956,186.04854256730874,294.24616775732125,196.79649299854887,210.28645165836775,336.6334089402715,175.85747850821605,185.3224974523527
621.0038269009887,637.2115255332525,164.6670939854019,383.4869896010787,189.12326441967232,372.6428621508991,243.8941095609212,212.9301243876445,225.9677135357668,343.3690298513937,247.70267376746008,248.10573944168084,362.11513840193777,206.53932088733194,239.993948447757
624.9295135931369,913.8023016868898,342.5302800280841,524.7426923241521,258.906357739559,384.97323664781743,228.793934440347,253.64567766596159,221.86571907672587,286.98713846836915,242.93458254867465,222.539209959004,377.8291859129436,250.95918113611984,242.74049968428972
628.8552002852852,1245.2991197131485,493.79412349293693,634.3350818672112,330.59776407486726,409.5257636104022,268.04103655801924,284.8123451374202,300.22993918001555,362.7798211535106,300.982807943109,287.6456323269212,402.0833185648924,260.908197416886,371.2352025723825
632.7808869774335,1621.4001168228147,682.6938762347052,785.0385972141503,431.24988495626616,436.9440250540266,348.49962622926677,357.49742793425384,417.6459236473008,487.64666579248654,397.45462767005205,409.91530132549036,453.03687797323875,303.67593960635884,452.06660751520315
636.7065736695818,1979.20758317062,899.6843812397769,977.4808070517753,471.73419924788067,351.8851936584777,282.2912750803268,364.9525028804699,363.6200283055389,373.9351771848369,363.27014788048444,373.78900118849,424.9573131126181,328.5028118540388,349.3901923555174
640.63226036173,2102.7870863582853,949.7543791290424,1035.700240132928,433.9563540081246,273.75038096788813,211.47565563411825,331.149577354483,279.22796916302656,277.0854606667687,309.5269909276014,310.87256370776447,334.29584321688435,308.7728171269895,228.3915797083071
644.5579470538784,1905.385418169277,800.5559574203323,913.9673014172912,362.78460099469453,256.634981633453,202.77359604761935,305.1888800760713,268.91359884763875,306.528099973926,300.2126553025517,314.0495996662364,256.3749254401013,272.94533940331837,189.19441400121332
648.4836337460266,1518.9144842255855,618.976510352985,740.5807001532601,287.41784288871537,216.410429257528,161.252392662786,251.54526915209948,210.62786340895502,253.35659581693488,243.1175570600033,249.78015340470768,226.31223473601906,239.60862742457067,146.84229234696394
652.409320438175,1064.6292635831014,452.47300218570314,553.1491701708906,254.60149516768143,225.42746702144032,210.25493886435152,228.75893988299805,194.0484459682212,256.4528404529883,231.45808016188147,238.05963596278076,256.7511415317928,217.82534973662615,115.76445873563779
656.3350071303232,643.0665872099605,282.1684882895617,352.44250325993033,212.60188303238357,242.42394328905146,269.90899834138816,191.25507185926364,214.52981693002928,292.76110489212266,232.3983809580566,264.0930696634579,235.69679862683324,163.60491955775848,125.8313245984937
660.2606938224715,434.2109438043661,227.6808417065266,281.3309089484926,150.69052155447878,149.14616438117326,191.7736259212385,134.60035244758612,135.9103368831703,165.21806431622937,130.27904532343854,158.2338654629024,162.71059896696894,129.23079593791994,51.19802760664982
664.1863805146198,345.53067234164496,205.51540429266691,272.84368244338054,104.81195796551118,112.07614999404392,170.7765331692216,111.16444519831488,100.29823512634991,96.35900908046844,90.36274934641422,110.93005706233936,137.70995028964478,119.41987868757562,10.275962437070875
668.1120672067681,292.60702433754784,181.29707526275172,283.2413126613522,141.58356614731338,196.63644875079711,268.39649876318674,151.93755940331087,182.06365822994445,194.5283961929354,170.77930577534048,188.01064908712343,203.2554267995239,151.75222980429447,59.97915073242784
672.0377538989163,269.29396439424437,193.19092910649402,320.56011637057685,213.123830677223,217.77692486540494,291.7195147216553,202.53631844819338,238.1338117504066,254.35109605300391,211.97114843185375,224.3496713419115,279.09083953889694,201.95559053216323,120.28843023487177
675.9634405910647,214.83933453589472,178.9923765051357,307.5422703063132,227.5957617875448,231.70915051381678,279.34611728573475,215.84899227004402,262.5907625129625,286.98337265091146,238.2113895230492,253.7429455476038,310.6976409200562,202.88556692988962,193.74550675144604
679.8891272832129,197.92539333306067,182.23478148946518,298.58160235080106,220.3955215807394,276.3094017420078,274.04122817360656,224.00957789763297,258.1344869912435,296.80247298995926,240.14066296347627,243.44403124671214,332.0224162953267,192.93948267476205,208.51692341372978
683.8148139753612,230.2517850481239,200.0765456622472,309.3783124843796,220.85037841301158,296.122975829331,250.9087617702554,217.46725282391682,243.38474179786405,265.6342918497767,199.66443333714105,196.2625436865493,362.0021821621918,188.35548454682993,183.85731361975874
687.7405006675095,283.7701453397255,201.49360943606504,312.94983857558503,226.81101554639255,368.8598486891561,248.85248905292428,203.58907984224518,231.1125074456742,265.23590421473614,198.39984760943065,187.51537376757696,402.4272043515936,171.74727978636864,200.14123933294186
691.6661873596578,474.5319496361145,293.8912645275984,413.397007695486,277.08728775872606,427.6283924038735,203.72677638829705,213.49756925416986,198.13156260185906,247.1704673808076,182.1221584263216,162.50790674049165,474.0227653949656,180.68163983172002,204.46920781665582
695.5918740518061,768.0054686384867,438.3075955774968,586.8490230751817,379.99552132544375,524.9631613773863,229.150692143092,272.3733058053213,263.37540825806155,328.07792690545597,237.97131361958236,209.86997763471393,600.2219366445884,225.19741242824196,249.28192728477143
699.5175607439544,1064.834174978838,568.7387631515717,787.4852139408267,502.2054867522913,712.4103310564981,347.7369138120799,346.1743857753051,381.3404959130459,471.12851765007275,382.32370394098706,316.400945524806,741.2920150710875,276.76385719253295,327.7816988700961
703.4432474361026,1383.5176657316233,733.6854270359696,1070.258235218947,631.2192539889849,757.9752349250415,368.394279076313,388.3481949139768,409.8749840024797,462.846610816933,415.5901478802709,333.5140462088618,836.3170513778007,337.42319690181085,299.89303065856234
707.368934128251,1607.241084509984,792.7004110416341,1286.7080324135009,718.030519634895,769.6846611252171,414.38070805651864,412.83868137793104,449.61519398359565,515.0747936390466,449.7585574001332,361.92486602957314,888.3581237937094,361.9601948394906,300.66321414775996
711.2946208203992,1745.7676944503526,757.8409218030214,1406.8145271356343,763.8039203395358,831.5651490521702,486.9228800455536,416.3258659168366,500.87517146741425,607.5752403366555,518.6455597021043,409.15792559576283,952.6568266586603,353.5213381963909,346.29184942919716
715.2203075125475,1808.5222775395632,720.6805444315155,1455.876372631545,758.8065126284718,798.660383128809,467.65218030572504,378.69898946887065,480.1758992979124,562.2999255322719,488.11354029006446,395.00665432776344,997.2359707560156,334.77948704281846,319.500629900107
719.1459942046959,1628.741828350053,587.1915283188953,1296.1397418537333,620.5528382164424,790.0821201455791,440.23700662130483,303.2722729654535,429.6161725645733,526.2097853275607,425.43176793312904,356.08936397088576,961.1251860009852,264.57229609716904,278.9798627224908
723.0716808968441,1318.4076758800265,455.3597228832686,1040.5460843698222,426.7572313211456,721.4691915448724,322.0753806390904,218.4191603077639,309.5811154643956,391.59760626585955,288.5183538654602,226.10325440375155,873.6267802849153,210.68869411635112,175.3410478809211
726.9973675889925,976.747278291855,335.9844841670253,771.6170951644814,302.238248997442,656.6717376057356,254.24527596493826,195.65175110768857,252.4423652721752,295.4888338488605,208.81391811972918,157.19343230755717,815.0145894401071,209.12759892835155,131.2017330742417
730.9230542811407,689.0510676373026,218.4792330559297,550.868945032618,301.07142359928736,766.3371573252565,384.08799629668437,262.0125941645433,364.35124573732463,423.0163851869464,324.4381443692248,291.9541342351553,853.3362293594323,247.78305747341616,244.3146395891358
734.848740973289,626.393467597441,229.1774318285712,519.4424057376741,396.86903824286725,830.5955217760882,482.95676330748864,345.094327011685,465.8041626086118,528.8403053569145,413.2485827442714,422.5002574008961,940.6827778374635,342.37083219655557,338.67849875958524
738.7744276654373,658.8703250293565,250.32134295495842,536.5116203264204,460.37018909652204,907.5500648439534,569.5307538256294,407.6371630955378,550.9924683536026,626.1318495983288,486.00524626693584,506.7881548905105,1006.5859928696945,397.0888173947036,412.98100572429473
742.7001143575856,707.4537897012902,263.4136699669877,556.297820654128,464.2826865070391,917.9682582885445,576.5880420848571,413.69138101639163,556.1320839627956,595.8387040598199,487.6611290989811,495.0292942850031,1027.5589685026985,389.09530148704556,397.37743680414525
746.6258010497338,684.1527051551845,259.05596558127576,546.1944636804585,402.2879272263414,808.4068906478865,477.2818941721922,341.5439370558102,469.10801732870004,477.05754313794324,394.5804970902419,401.7087122475652,959.2566710922124,332.06338761394704,288.38467672407006
750.5514877418822,495.75291798392533,175.23940542170382,438.92394845279716,252.1667322460968,699.4022195868481,355.1558688966483,217.30878296171994,342.76246467859966,389.39736476424684,303.5696137322385,297.58357909210315,792.3202978999913,204.26785990007753,201.7422330800895
754.4771744340304,340.7324333696054,162.8415698736438,395.25682955676496,146.9327541362206,485.11812789455115,139.48665381495417,123.09292361235482,155.5285480583605,188.7509185014859,133.7378606919399,125.62366229729527,651.3219274286213,139.88987635770746,75.80409600098149
758.4028611261788,151.9528285322909,95.97206226271733,321.36366543637433,113.2652890458247,466.6666373975353,140.02577050912421,128.8493577316868,147.81897240418985,222.06984442903223,142.6765111156668,143.36258789791233,583.5251599791209,109.21596639385297,112.59001889770948
762.328547818327,53.93888950277438,94.94708922534123,310.0257528912808,189.1747803156777,528.565417316962,251.2465823712631,213.29989701958195,232.04281772520753,306.01735477157314,223.91568584854977,258.0933628032771,590.1023804433928,155.45657037543444,206.46715751909286
766.2542345104753,105.12401971113223,211.8499405477692,408.7204618107919,354.29003309248384,529.5537687468317,320.37555165252627,343.8311376245148,332.91322827649657,307.1518202952312,271.17946141493644,332.7046228449047,690.0937667317875,308.5761597893206,273.688258642497
770.1799212026236,58.86131402849901,186.37210233844496,407.4164731630323,467.09862019462946,711.5262610842207,563.1538895059232,463.6012984772247,570.7884472069521,578.5580715986187,495.3031080156001,544.0162668335138,814.2410367671554,396.1486804517363,490.3259305271368
774.1056078947719,109.51586038369582,248.7778958437426,496.9043130266235,544.155428904134,723.4176801626671,608.9626169926383,507.7877402927857,623.091232029672,637.746431079795,548.8391663895559,576.6502130788864,885.0559378374649,470.4318328434542,501.13993513248613
778.0312945869201,104.35227671313534,261.81176517266874,534.6521892782299,465.049128007623,601.83686888271,456.19087828635617,425.07990647810954,475.235309811272,485.6299676212994,434.10432278793644,428.4553461918946,785.1048973441689,418.04567060357743,404.548222187531
781.9569812790685,50.759394863023836,200.7255939289141,501.1651297986652,331.25133680019457,556.3745651789261,376.4809217370156,323.92506643035733,372.429985959022,425.18174407148194,339.3430445917984,319.9695568392941,656.6488348861697,310.65026155539584,307.3084474796941
785.8826679712167,117.68984219118828,232.37903501514873,570.9526672967773,237.91072910399575,476.3022211624115,230.66127199972996,223.1262387543163,232.81812509098864,265.5949400430855,191.8979224221477,151.8426618653258,568.4445524849493,220.67233586296885,166.07958867815026
789.808354663365,267.9606356148889,336.0673079166145,737.3493910620974,253.03624273651172,440.5582573686436,178.8782821931863,190.0484618196985,192.1531301847231,185.13510067315593,150.55603529820746,91.96879441088873,557.3034574994577,186.47823232150913,112.1731045622582
