repository_path,source_name,source_relative_path,source_sha256,repository_sha256,source_bytes,repository_bytes,status,role,sanitized_user_path_occurrences,note
data/published_snapshot/paper_tables/aef_parameters.csv,manuscript,manuscript table values,,eadab46abe809c784b28d71b17031915ce037af4d81ccd89e4f4d6c9e69e0015,,210,publication_snapshot,manuscript_parameter_table,0,Manuscript analytical-enhancement-factor inputs and result.
data/published_snapshot/paper_tables/calibration_parameters.csv,manuscript,manuscript table values,,36750af3eaef77a85622a023d3d2ee01954e68659438675fd59b8da08ce818f3,,372,publication_snapshot,manuscript_parameter_table,0,Manuscript calibration-parameter table transcribed explicitly.
data/published_snapshot/paper_tables/stability_parameters.csv,manuscript,manuscript table values,,1c48efb4ec65adde031d81ad365c4d57f882a2ef9d3f3a543d9b4fec9f9bf047,,405,publication_snapshot,manuscript_parameter_table,0,Manuscript stability table; reported day 130 is 128 elapsed calendar days.
data/published_snapshot/proof_of_concept/benchtop_sweat_summary.csv,paper_project_sources,sources/RM_AS_HS.csv,80c7d55ffc0081c30a06f78fca567b76ff8b84cd66cd303ced36d6cf68334c16,82c1294c1c3df1c5b12ea63ee65742130efc8d57ba6a8d6ffeaf4a529975cba8,115106,115106,publication_snapshot,manuscript_supporting_table,0,Header-only author-confirmed relabelling from acquisition codes V2-V4 to publication traces V1-V3; Raman shifts and numerical values are unchanged. See metadata/proof_of_concept_code_crosswalk.csv and metadata/provenance/publication_header_corrections.csv.
data/published_snapshot/proof_of_concept/benchtop_vs_portable_normalized.csv,paper_project_sources,sources/AuAgBC_AS_HS_Benchtop_vs_Portable.csv,85dc95bb9360f0e1d7b0f96a39288513d9738f111d0f5e901b766dca9281aee0,85dc95bb9360f0e1d7b0f96a39288513d9738f111d0f5e901b766dca9281aee0,110751,110751,publication_snapshot,manuscript_supporting_table,0,Selected from the paper project; the differing archive export remains only in quarantine.
data/published_snapshot/proof_of_concept/portable_sweat_summary.csv,paper_project_sources,sources/RP_AS_HS.csv,50c6e67d9b7b6deb7f2b629f9f1a726f4cf62530bc380b411cddd8a637f63075,c23f7003c8d74afbf924421f1e4143ed178bc2df364b80a52ca208eb83cbf802,24766,24766,publication_snapshot,manuscript_supporting_table,0,Header-only author-confirmed relabelling from acquisition codes V2-V4 to publication traces V1-V3; Raman shifts and numerical values are unchanged. See metadata/proof_of_concept_code_crosswalk.csv and metadata/provenance/publication_header_corrections.csv.
data/published_snapshot/spectrometer_calibration/si_calibrated.csv,Raman_spectra_data.zip,Hand-held spectrometer calibration/Si_calibration.csv,04c2095a69c881daf0133bb2506e7fea247ac7e33427ec356747f6c64e62c825,04c2095a69c881daf0133bb2506e7fea247ac7e33427ec356747f6c64e62c825,25286,25286,publication_snapshot,instrument_calibration_processed,0,Silicon axis-calibration pair retained without changing intensity values.
data/published_snapshot/spectrometer_calibration/si_original.csv,Raman_spectra_data.zip,Hand-held spectrometer calibration/060624_Si_original_file.csv,9259d30b826b9fc0150a1e61f6509d303e4024f3b32266ca6f49e3fe63a339c6,9259d30b826b9fc0150a1e61f6509d303e4024f3b32266ca6f49e3fe63a339c6,26268,26268,publication_snapshot,instrument_calibration_raw,0,Silicon axis-calibration pair retained without changing intensity values.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/AAB_4-ATP^-15M_S1_C1_M1_I2.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/AAB_4-ATP^-15M_S1_C1_M1_I2.csv,e8edfd63c64064ed4f740055417c8cbfb9fa49e3785789ba6a235f4322753fca,e8edfd63c64064ed4f740055417c8cbfb9fa49e3785789ba6a235f4322753fca,35990,35990,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/AAB_4-ATP^-15M_S1_C1_M1_I3.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/AAB_4-ATP^-15M_S1_C1_M1_I3.csv,7f9a8594f4094de3db4a71cb8859b0bf1a286bc4c8f3fd915349f16c0222564f,7f9a8594f4094de3db4a71cb8859b0bf1a286bc4c8f3fd915349f16c0222564f,35990,35990,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/AAB_4-ATP^10-15M_C2_M3_I1.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/AAB_4-ATP^10-15M_C2_M3_I1.csv,7e1e00c70b50b00988522944ce71073854e1be4f7553deba61f0f88f9e624c9f,7e1e00c70b50b00988522944ce71073854e1be4f7553deba61f0f88f9e624c9f,47533,47533,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/AAB_Blank_single.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/AAB_Blank_single.csv,63bd7a3ee99e3abd5cc222d338e6040078241488166c895929c6bd5a794c5332,63bd7a3ee99e3abd5cc222d338e6040078241488166c895929c6bd5a794c5332,37939,37939,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/Al_4-ATP-10^-2M_C1_M1_I1.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/Al_4-ATP-10^-2M_C1_M1_I1.csv,0832d9a4463c8dd4cd2c584f035f152f1ab89daf61101578f1921e1aad2a3038,0832d9a4463c8dd4cd2c584f035f152f1ab89daf61101578f1921e1aad2a3038,47916,47916,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/Al_4-ATP-10^-2M_C1_M2_I2.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/Al_4-ATP-10^-2M_C1_M2_I2.csv,e400b13a040b08a8b9f85bec6d5af18306be692bc0214c347c2ecf81ddad53f0,e400b13a040b08a8b9f85bec6d5af18306be692bc0214c347c2ecf81ddad53f0,37979,37979,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Original spectra/Al_4-ATP-10^-2M_C1_M2_I3.csv,Raman_spectra_data.zip,Analytical Enhancement/Original spectra/Al_4-ATP-10^-2M_C1_M2_I3.csv,4eea3a600d1a7a8d2f393d9efb518e4b36ed8a68c2a28118c167a9686414d079,4eea3a600d1a7a8d2f393d9efb518e4b36ed8a68c2a28118c167a9686414d079,37953,37953,raw_unverified,raw_spectrum,0,Raw-like spectrum retained; filename identity is not treated as verified.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed spectra/AAB_4-ATP^-15M_S1_C1_M1_I2_blank_subtracted_processed.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed spectra/AAB_4-ATP^-15M_S1_C1_M1_I2_blank_subtracted_processed.csv,db7bc1c7a82f6950dcbccae77926ea1aff10ea5ef3c298bccd75492aeba156c4,db7bc1c7a82f6950dcbccae77926ea1aff10ea5ef3c298bccd75492aeba156c4,49742,49742,legacy_derived,processed_spectrum,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed spectra/AAB_4-ATP^-15M_S1_C1_M1_I3_blank_subtracted_processed.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed spectra/AAB_4-ATP^-15M_S1_C1_M1_I3_blank_subtracted_processed.csv,6c738459e31710577d720ef6c90d12a988a033d6606bf0da9ce5ab81f22dae71,6c738459e31710577d720ef6c90d12a988a033d6606bf0da9ce5ab81f22dae71,49636,49636,legacy_derived,processed_spectrum,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed spectra/AAB_4-ATP^10-15M_C2_M3_I1_blank_subtracted_processed.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed spectra/AAB_4-ATP^10-15M_C2_M3_I1_blank_subtracted_processed.csv,9dcc8febe6a40a4f692ccec0c7d8930558602b3e77c16683d3b8e3740417ff49,9dcc8febe6a40a4f692ccec0c7d8930558602b3e77c16683d3b8e3740417ff49,72485,72485,legacy_derived,processed_spectrum,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed spectra/Al_4-ATP-10^-2M_C1_M1_I1_blank_subtracted_processed.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed spectra/Al_4-ATP-10^-2M_C1_M1_I1_blank_subtracted_processed.csv,4da6ee1fc2f1aa3138413235c484e726379f7e84c167dfcd03dc46ccc640ca94,4da6ee1fc2f1aa3138413235c484e726379f7e84c167dfcd03dc46ccc640ca94,72553,72553,legacy_derived,processed_spectrum,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed spectra/Al_4-ATP-10^-2M_C1_M2_I2_blank_subtracted_processed.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed spectra/Al_4-ATP-10^-2M_C1_M2_I2_blank_subtracted_processed.csv,bfe773483b3cbf5c9ac6c6dd6b2844fb60a36157a89e1e4ef9bdb56dbbcc3fc4,bfe773483b3cbf5c9ac6c6dd6b2844fb60a36157a89e1e4ef9bdb56dbbcc3fc4,49618,49618,legacy_derived,processed_spectrum,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed spectra/Al_4-ATP-10^-2M_C1_M2_I3_blank_subtracted_processed.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed spectra/Al_4-ATP-10^-2M_C1_M2_I3_blank_subtracted_processed.csv,846ec14fad631ede8d0cd31d11230cba745a1566fe8ae8828b1cf4d41a8cefeb,846ec14fad631ede8d0cd31d11230cba745a1566fe8ae8828b1cf4d41a8cefeb,49680,49680,legacy_derived,processed_spectrum,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Analytical Enhancement/Processed summary/4_ATP_AEF.csv,Raman_spectra_data.zip,Analytical Enhancement/Processed summary/4_ATP_AEF.csv,32268c39fb6bea81cfc4bea64d7480885d9a9fa07e0aac5dd63fc91806b3b205,32268c39fb6bea81cfc4bea64d7480885d9a9fa07e0aac5dd63fc91806b3b205,272268,272268,legacy_derived,processed_summary,0,Historical derivative retained without a complete executable lineage claim.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-10M_750_5_5_L_S1.csv,7791df31bc38df54705315983768946d4b77e3c344dd4ce7b70ef78d6ee8a63c,7791df31bc38df54705315983768946d4b77e3c344dd4ce7b70ef78d6ee8a63c,28677,28677,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-10M_750_5_5_L_S2.csv,c5ccf324e830266ae6a9f5d33d0fe068a9c0a8990d7cdb75e1b1ecd21ec605f9,c5ccf324e830266ae6a9f5d33d0fe068a9c0a8990d7cdb75e1b1ecd21ec605f9,28665,28665,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-10M_750_5_5_L_S3.csv,dacca7206f1e396e8a1d54ba8abcd944fe43ce78ed5bdc2bd3cd330a30b75f86,dacca7206f1e396e8a1d54ba8abcd944fe43ce78ed5bdc2bd3cd330a30b75f86,28659,28659,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S1.csv,577ad354baff390b682baf467dff1cdab869475eb61aeac21fc4d59ca2ee2264,577ad354baff390b682baf467dff1cdab869475eb61aeac21fc4d59ca2ee2264,28697,28697,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S2.csv,cce87d51a448d5cf6d90faa885a48c6f3b046b26781a231a50482cabe25e52fd,cce87d51a448d5cf6d90faa885a48c6f3b046b26781a231a50482cabe25e52fd,28625,28625,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,bd49f55fa223340233879850d129bc6cbd02a9301478d216418116abd6287b44,bd49f55fa223340233879850d129bc6cbd02a9301478d216418116abd6287b44,28667,28667,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-3M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-3M_750_5_5_L_S1.csv,f74ad1f1f6aa2b6cde2b034facc7bd0b805adba7008db389c78855cde5db9158,f74ad1f1f6aa2b6cde2b034facc7bd0b805adba7008db389c78855cde5db9158,28630,28630,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,2dc4e07a6399368bbd75fb30f45ec7f99fdd6a1283f99e0d89182689377d7411,2dc4e07a6399368bbd75fb30f45ec7f99fdd6a1283f99e0d89182689377d7411,28634,28634,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,1e098c73db7c6901db3a804515eacbb720a6fcad17a4b955070095d67100178e,1e098c73db7c6901db3a804515eacbb720a6fcad17a4b955070095d67100178e,28742,28742,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-4M_750_5_5_L_S1.csv,254f54e403e2ecf3057badcdcf94ad92e1503fec8d62c797e2525f6b113dd3a5,254f54e403e2ecf3057badcdcf94ad92e1503fec8d62c797e2525f6b113dd3a5,28652,28652,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-4M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-4M_750_5_5_L_S2.csv,e95d46d7ef993e55921e43c64d4613e6e9277a6020cfd29490dd1b0c0f196977,e95d46d7ef993e55921e43c64d4613e6e9277a6020cfd29490dd1b0c0f196977,28653,28653,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-4M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-4M_750_5_5_L_S3.csv,c2de4dfced24ca1fb6c4918cc2c89157e24044fea4732bb854a081e0011de848,c2de4dfced24ca1fb6c4918cc2c89157e24044fea4732bb854a081e0011de848,28700,28700,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-5M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-5M_750_5_5_L_S1.csv,968ca459de2b9c72e65febf2132245bba5d784869c16d5f219a3d745963c8a10,968ca459de2b9c72e65febf2132245bba5d784869c16d5f219a3d745963c8a10,28624,28624,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,1d121d1eed32286f7c4353476a4d5860885723d4d4ad3cd944e561d7cfa5a11b,1d121d1eed32286f7c4353476a4d5860885723d4d4ad3cd944e561d7cfa5a11b,28662,28662,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,05b4dcafde7ed15764d538ee68b4d03e576d91cd05025075bd85aa927d355191,05b4dcafde7ed15764d538ee68b4d03e576d91cd05025075bd85aa927d355191,28631,28631,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S1.csv,1fbd6f535b8950c4ed969e028a48d8fbc296dc6d69b0df396a15f989bbd5e63d,1fbd6f535b8950c4ed969e028a48d8fbc296dc6d69b0df396a15f989bbd5e63d,28639,28639,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S2.csv,92827eda05ae28e8620f0d3cb8a0fa51ba8cffa4d633f6f93560fb8721200734,92827eda05ae28e8620f0d3cb8a0fa51ba8cffa4d633f6f93560fb8721200734,28713,28713,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-6M_750_5_5_L_S3.csv,c1aec5b5d48d88ce96ec7fbb656d21197b1fcbdbd6eac2a9fccdfb382d2ab427,c1aec5b5d48d88ce96ec7fbb656d21197b1fcbdbd6eac2a9fccdfb382d2ab427,28731,28731,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-7M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-7M_750_5_5_L_S1.csv,3fe6a830a38d726545cac820f1973dd739ff3a8c97ba3a75cc568cd4d83fc25b,3fe6a830a38d726545cac820f1973dd739ff3a8c97ba3a75cc568cd4d83fc25b,28651,28651,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-7M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-7M_750_5_5_L_S2.csv,30f8cf5a7018e603afbf25eff0d53d99aa63f76bdbb7652271664d077bcc40a5,30f8cf5a7018e603afbf25eff0d53d99aa63f76bdbb7652271664d077bcc40a5,28593,28593,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-7M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-7M_750_5_5_L_S3.csv,25b41d3bb1203a16bcfca401215729374491f76ada01db2f348b2ead1762f4a1,25b41d3bb1203a16bcfca401215729374491f76ada01db2f348b2ead1762f4a1,28653,28653,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S1.csv,af0a480078a8f0789d03b65acbfd46ef816209332b89af1fa74b3f889f4b4453,af0a480078a8f0789d03b65acbfd46ef816209332b89af1fa74b3f889f4b4453,28685,28685,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S2.csv,824e5848d291e3e682ec0dae75f1fe355cff1e946a36e7ecf18f3cc0cd75e8c2,824e5848d291e3e682ec0dae75f1fe355cff1e946a36e7ecf18f3cc0cd75e8c2,28637,28637,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-8M_750_5_5_L_S3.csv,c61e39c51211437970a883a48144c76e5fc21880375afdd81f0dc8c8824fd059,c61e39c51211437970a883a48144c76e5fc21880375afdd81f0dc8c8824fd059,28651,28651,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv,e8c41465fa9242b6731aa16b62f33d6458663bd92b4302d2b6550d00afde93f3,e8c41465fa9242b6731aa16b62f33d6458663bd92b4302d2b6550d00afde93f3,28595,28595,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
data/quarantine/legacy_snapshot/Blind samples/Original spectra/AAB_4 ATP_10^-9M_750_5_5_L_S2.csv,Raman_spectra_data.zip,Blind samples/Original spectra/AAB_4 ATP_10^-9M_750_5_5_L_S2.csv,058b6497b6632ef16558da2aa1b9af5f40cd3aa848056177de90d212384e3e5d,058b6497b6632ef16558da2aa1b9af5f40cd3aa848056177de90d212384e3e5d,28655,28655,provenance_conflict,raw_spectrum,0,Blind raw lineage is incomplete and its blank reference is shared with unrelated sets.
